Survey,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_9,Q14_10,Q15_1,Q15_3,Q17_1,Q17_2,Q18_1,Q19.1_1,Q19.1_2,Q19.2_1,Q19.2_2,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q13b_1,Q13b_2,Q13b_3,Q13b_4,Q13b_5,Q13b_6,Q13b_7,Q13b_8,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Continent,Q10,NAvsNonNA,Q5,Q5b,Q1,Q4,Q3_1,Q3_2,AgeCategory
1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,2,1,4,3,2,1,2,2,1,2,2,2,5,5,5,1,5,5,3,5,2,2,2,2,2,2,2,2,2,1,2,2,1,33, ,1,4,2, , 
1,1,4,3,5,5,4,3,5,2,4,4,4,3,3,3,5,5,5,5,3,3,2,2,2,2,2,2,2,2,2,5,4,3,2,1,5,5,5,2,2,2,2,2,2,2,2,1,2,4,3,2,68, ,5,9,7, ,3
1,5,5,3,4,1,5,3,4,4,4,1,5,2,1,1,2,1,5,1,5,2,3,1,1,2,1,2,2,2,1,5,5,1,5,5,5,5,3,2,2,2,2,2,2,2,2,1,2,4,2,2,50, ,1,8,17, ,2
1,5,5,3,3,3,5,1,5,1,1,1,1,1,1,1,1,1,3,3,5,5,5,2,2,2,2,2,1,2,2,2,3,3,1,4,3,5,5,2,2,2,2,2,2,2,2,1,2,3,2,2,88, ,1,3,9, ,1
1,4,4,3,3,2,4,1,3,4,3,3,3,3,5,4,4,4,3,3,4,3,2,2,2,2,2,2,2,2,1,3,4,3,5,3,2,3,3,2,2,2,2,2,2,2,1,2,2,4,3,2,68, ,1,8,14, ,1
1,4, ,3,4,2, ,4,4,2,2,3,2,1,2,2,4,3,5,5,5,5,4,2,2,2,2,2,2,2,2,4,4,2,5,4,3,5,3,2,2,2,2,2,2,2,2,2,2,4,2,2,47, ,1,2,16, ,1
1,3,3,1,2,1,3,1,2,4,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,2,1,2,2,2,2,5,5,2,4,2,4,5,4,2,2,2,2,2,2,2,2,1,2,4,2,2,127, ,1,9,18, ,3
1,4,4,3,3,4,4,3,4,4,4,4,4,4,2,2,4,4,5,4,4,4,3,2,2,2,1,2,2,2,2,5,5,4,5,4,4,5,5,2,2,2,2,2,1,2,2,2,2,4,2,2,86, ,2,9,17, ,1
1,4,4,3,4,3,4,3,3,3,2,4,3,4,3,3,4,3,4,4,3,4,4,2,1,2,2,2,2,2,2,5,4,1,3,3,3,4,4,2,2,2,2,2,2,2,1,2,2,3,1,2,38, ,1,4,8, ,2
1,3,3,3,2,2,4,3,3,4,3,4,2,2,4,2,4,2,3,2,5,4,5,2,2,2,2,2,2,2,2,4,2,1,3,2,3,4,3,2,2,2,2,2,1,2,2,2,2,4,2,2,122, ,1,3,8, ,3
1,4,3,4,3,2,4,4,3,3,3,1,1,2,3,2,1,1,4,4,4,4,4,1,2,2,1,2,2,2,1,4,5,3,4,1,4,5,3,2,2,2,2,2,2,2,1,2,2,4,2,2,68, ,1,8,10, ,1
1,2,2,4,4,3,4,4,4,4,3,3,1,2,4,4,1,2,5,5,3,4,4,1,2,2,2,2,2,2,2,5,4,5,5,4,5,5,4,2,2,2,2,2,2,2,2,1,2,3,3,2,80, ,1,3,7, ,2
1,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,2,2,2,2,2,2,2,1,4,4,2,4,4,4,4,4,2,2,2,2,2,2,2,1,2,2,4,2,2,181, ,3,9,7, ,2
1,5,4,4,4,3,3,4,4,4,2,2,1,1,2,1,4,2,4,4,4,4,4,2,2,2,1,1,1,2,1,2,2,1,3,3,3,5,4,2,2,2,2,2,2,2,2,1,2,4,2,2,19, ,1,9,2, ,1
1,2,2,2,4,2,3,2,1,4,2,2,2,1,3,3,2,1,5,3,4,2,4,2,2,2,2,2,2,2,1,5,4,2,4,2,4,3,4,2,2,2,2,2,2,2,2,2,1,4,2,2,68, ,2,8,7, ,1
1,4, ,5,5,4,5,5,4,5,4,5,4,5,5,4,5,4,5,5,5,5,5,2,2,2,2,1,2,2,2,5,5,5,5,5,5,5,5,2,2,2,1,2,1,1,1,2,2,3,1,2,170, ,1,4,7, ,2
1,4,4,3,3,3,4,3,4,3,4,3,3,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,5,5,5,5,4,4,5,3,2,2,2,2,2,1,2,1,2,2,4,1,2,86, ,1,2,13, ,3
1,4,4,4,4,4,4,3,5,3,4,1,1,1,1,1,1,1,4,4,2,4,1,2,2,1,2,2,2,2,2,5,4,4,5,4,4,5,4,2,2,2,2,2,2,2,2,1,2,4,3,2,181, ,1,5,17, ,1
1,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,5,4,4,4,2,2,2,1,2,2,2,2,4,4,3,5,5,5,5,4,2,2,2,2,2,2,2,2,1,2,4,2,2,64, ,1,9,9, ,2
1,2,1,3,1,1,4,3,2,4,4,1,1,1,1,1,1,1,5,5,4, ,4,1,1,2,2,1,2,2,1,5,5,5,2,2,5,5,5,2,2,2,2,2,2,1,2,2,2,4,2,2,168, ,1,2,16, , 
1,4,4,4,2,2,2,2,2,4,2,4,4,1,1,1,2,2,2,2,5,5,5,2,2,1,2,2,1,2,1,5,4,1,4,2,4,5,4,2,2,2,2,2,2,2,2,1,2,2,1,1,2,18,1,2,6, ,2
1,4,2,3,1,4,5,2,2,5,4,3,2,1,1,1,2,2,5,2,4,4,3,1,2,2,1,2,2,2,2,4,5,4,4,3,4,5,2,2,2,2,2,2,2,1,2,2,2,6,2,2,9, ,1,3,2, ,2
1,3,4,5,4,4,3,2,3,4,3,4,4,2,3,2,4,3,4,4,5,5,3,2,2,2,2,2,1,2,2,5,3,2,4,3,5,5,4,2,2,2,2,2,2,2,2,1,2,4,2,2,136, ,2,9,9, ,1
1,5,5,3,4,4,5,3,3,4,2,2,2,4,4,2,4,2,4,5,2,2,1,1,2,2,1,1,2,2,2,5,4,1,5,4,4,5,3,2,2,2,2,2,2,2,2,1,2,6,2,2,9, ,1,8,5, ,1
1,4,5,5,5,4,4,3,5,4,3,3,3,3,4,3,4,4,4,4,5,5,4,2,2,1,1,2,2,2,2,4,4,3,4,4,3,5,5,2,2,2,2,2,2,2,2,2,2,4,2,2,70, ,1,7,2, ,2
1,4,4,4,4,4,4,4,3,3,3,5,5,4,4,5,5,5,5,5,2,5,4,2,2,2,2,2,2,2,2,5,5,4,5,5,5,5,3,2,2,2,2,2,2,2,2,1,2,4,2,2,47, ,1,9,16, ,1
1,1,1, ,3,2,2,3,3,5,3,1,1,2,2,2,3,3,3,4,5,5,3,2,1,1,2,2,2,2,2,2,3,3,1,2,3, ,4,2,2,2,2,2,2,2,2,1,2,4,2,2,68, ,1,4,16, ,3
1,4,2,1,1, ,2,2,3,4,2,1,1,1,1,1,1,1,4,2,5,5,3,1,2,2,2,2,2,2,1,4,4,2,4,3,4,5,2,2,2,2,2,2,2,2,1,2,2,4,2,2,68, ,1,8,2, ,1
1,4,2,2,3,2,4,3,3,3,3,2,2,1,1,1,2,2,4,4,4,3,3,2,1,2,1,1,2,2,2,3,3,2,4,3,4,5,5,2,2,2,2,2,2,2,2,1,2,4,2,2,161, ,1,9,2, ,2
1,4,4,4,4,2,4,3,3,5,4,4,4,5,3,2,3,3,5,4,5,5,5,2,2,2,1,2,2,2,2,4,2,1,5,2,5,5,2,1,2,2,2,2,2,2,2,2,2,4,1,2,181, ,1,3,16, ,2
1,5,3,4,2,2,4,3,5,4,3,3,2,3,2,2,3,2,5,5,3,3,3,2,2,2,2,2,2,2,2,5,5,5,3,2,5,5,5,2,2,2,2,2,2,2,2,1,2,4,2,2,122, ,1,5,15, ,1
1,5,5,5,5,1,4,2,3,2,2,1,1,1,1,1,1,1,4,4,4,4,4,1,1,2,2,2,2,2,2,4,4,4,4,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,33, ,1,4,8, ,2
1,5,4, ,3,2,4,1,1,2,1,2,2,2,2,2,2,2,4,2,5,4,5,2,2,2,2,1,2,1,2,4,5,1,5,2,5,5,5,2,2,2,2,2,2,2,2,1,2,4,2,2,50, ,1,3,17, ,2
1,3,3,3,4,3, ,4,4,4,4,4,4,3,3,3,3,4,3,3,4,2,3,2,2,2,1,2,1,2,2,5,5,3,4,4,5,5,5,1,2,2,2,2,2,2,2,1,2,3,1,2,38, ,1,2,7, ,1
1,5,5,4,4,2,4,2,2,4,2,1,1,1,1,1,3,1,1,2,5,2,4,1,2,2,2,2,2,2,2,5,5,5,4,4,4,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,7,2,9,8, ,3
1,5,5,4,5,4,4,5,5,2,1,1,1,1,1,1,1,1,1,1,5,1,5,1,2,2,1,2,1,2,2,2,1,1,4,4,3,5,3,2,2,2,2,2,2,2,2,1,2,4,3,2,64, ,1,4,5, ,2
1,2,4,4,4,3,5,5,5,5,4,4,2,4,4,2,5,4,4,4,2,2,2,1,1,2,1,2,2,2,2,5,5,4,4,5,4,4,4,2,2,2,2,2,2,1,2,2,2,6,2,2,26, ,1,4,8, ,3
1,4,4,4,4,2,3,2,4,2,2,2,2,2,4,3,2,2,3,2,4,5,4,1,1,1,2,1,2,2,2,4,3,2,4,3,3,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,48,1,4,7, ,3
1,5,5,4,4,3,4,4,4,5,5,4,4, ,4,4,4,4,5,5,4,4,4,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,1,2,2,2,2,2,2,1,2,2,3,1,2,176, ,1,2,2, ,1
1,4,3,3,2, ,2,2,1,5,1,3,2,2,4,4,1,3,5,4,1,2,4,2,2,2,1,2,1,2,1,4,4,2,5,1,5,5,5,2,2,2,2,2,2,2,2,1,2,6,2,2,37, ,1,9,1, ,3
1,5,4,4,5,5,5,4,4,3,2,3,3,3,4,2,3,3,3,4,4,2,5,1,2,2,2,2,2,2,2,4,1,1,3,3,3,5,3,2,2,2,2,2,1,2,2,2,2,4,2,2,161, ,1,3,17, ,1
1,5,4,4,4,4,4,3,4,3,1,4,4,2,2,2,4,4,3,4,4,2,5,2,2,2,2,2,1,2,1,5,2,1,3,2,3,2,4,2,2,2,2,2,2,2,2,1,2,4,1,2,136, ,1,2,2, ,1
1,4,4, ,3,3,4,3,3,4,2,3,4,4,4,4,3,3,3,3,4,2,3,2,2,2,1,2,1,2,2,5,4,3,3,4,4,5,3,2,2,2,2,2,2,2,2,1,2,4,2,2,86, ,1,3,7, ,2
1, , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2, , , , , , , , ,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , 
1,5,4,4,4,4,5,3,4,5,4,4,4,4,4,4,3,4,5,4,4,5,3,2,2,2,2,2,2,2,1,5,5,5,4,4,4,5,5,2,2,2,2,2,2,2,2,1,2,4,1,2,68, ,1,8,7, ,1
1,2,4,2,4,4,2,3,3,2,2,5,5,2,2,2,5,4,4,3,4,4,4,2,2,2,1,2,2,2,2,4,4,2,5,2,4,4,4,2,2,2,2,2,1,2,2,2,2,4,2,2,181, ,1,9,8, ,1
1,5,5,5,4,4,4,3,3,4,2,5,5,2,3,3,4,4,4,4,4,4,5,2,2,2,2,2,2,2,2,4,4,2,5,2,4,5,4,2,2,2,2,2,2,2,1,2,1,2,1,1,2,1,1,2,5, ,1
1,4,4, ,4,2,5,1,1,4,1,1,1,1,1,1,2,1,4,3,5,5,5,1,1,2,1,2,2,2,2,4,5,4,5,2,4,5,4,2,2,2,2,2,2,2,2,2,1,2,1,1,2,23,4,9,8, ,3
1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,4,3,4,4,4,2,2,2,1,2,2,2,2,4,3,2,3,3,3,5,3,2,2,2,2,2,2,2,2,1,2,2,3,1,33, ,5,10,17, ,2
1,4,4,4,4,2,4,3,3,4,3,1,1,3,4,1,5,1,5,5,5,4,5,2,2,2,2,2,2,2,2,5,5,4,4,2,5,5,5,2,2,2,2,2,2,2,2,2,1,4,3,2,122, ,1,5,17, ,1
1,5,4,4,5,2,5,2,3,4,3,1,1, ,4,1,4,1,4,4,4,2,4,2,1,2,2,1,2,2,2,5,5,4,5,4,4,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,33, ,1,2,5, ,1
1,3,4,4,5,3,5,3,4,2,3,1,1,1,3,3,5,1,2,1,1,3,3,2,2,1,2,2,2,2,1,3,2,1,4,4,4,5,2,2,2,2,2,2,2,2,2,1,2,3,2,2,38, ,1,2,16, ,1
1,4,5,5,5,4,4,4,4,5,5,2,2,2,4,4,2,2,1,1,3,1,4,2,2,2,2,2,2,2,2,4,4,1,4,4,4,5,4,2,2,2,2,2,2,2,1,2,2,2,2,1,2, ,4,10,5, , 
1,4,4,3,3,2,4,2,3,3,1,5,5,2,1,1,1,2,4,4,5,5,5,2,2,2,2,1,2,2,1,4,4,1,4,3,3,3,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,48,1,3,6, ,2
1,3,4,4,3,3,4,4,4,4,4,5,4,3,2,1,3,2,5,4,4,4,3,1,2,2,2,1,2,2,2,4,4,2,4,3,3,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,112, ,1,5,2, ,1
1,4,3,3,4,2,4,3,4,4,1,4,2,2,2,2,4,2,4,4,4,4,4,1,1,2,2,1,2,2,1,4,4,1,4,2,4,4,3,2,2,2,2,2,2,2,2,1,2,2,1,1,2,16,1,3,17, ,1
1,4,3,4,4,4,5,3,3,4,2,1,1,2,1,1,2,1,4,2,4,2,2,2,1,1,2,2,2,1,2,4,5,4,2,3,5,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,19,1,2,14, ,1
1,4,4,3,5,5,4,5,5,3,5,2,2,5,5,5,4,4,2,1,4,4,4,2,2,2,2,2,2,2,2,1,3,3,4,4,4,5,5,2,2,2,2,2,2,2,2,1,2,3,1,2,88, ,1,9,18, ,1
1,4,4,4,4,2,4,2,2,2,1,4,2,1,2,1,4,2,2,2,5,3,4,1,2,2,1,2,1,2,1,4,4,1,4,4,4,5,4,2,2,2,2,1,2,1,2,2,2,2,2,1,2,25,1,3,19, ,2
1,3,2, ,5,1,3,1,1,3,1,1,1,1,1,1,3,1,3,2,4,5,5,1,1,1,1,1,1,1,2,4,3,1,5,3,3,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,35,4,10,8, ,3
1,4,2,2,4,2,4,3,3,4,1,1,1,2,1,1,1,1,4,4,5,5,5,1,1,2,1,2,1,2,1,4,2,1,4,2,4,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,42,1,4,16, ,2
1, , ,4, ,2,5, ,4,4,2,4,4,5,4,2,4,2,4,3,5,5,5,2,2,2,1,2,2,2,1,4,4,2,4,3,4,4,4,2,2,2,2,2,2,2,2,1,2,2,3,1,2,26,1,3,16, , 
1,4,4,4,4, ,2,2,4,3,2,2,2,2,2,2,4,2,5,5,4,5,3,1,2,2,1,2,2,2,2,5,4,3,3,2,5,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,4,1,2,16, ,1
1,3,3,2,3,2,4,1,2,2,1,2,3,2,1,1,1,1,2,1,2,4,5,2,2,2,2,2,2,2,1,2,1,1,2,3,2,4,2,2,2,2,2,2,2,2,2,1,2,4,1,2,181, ,1,7,16, ,1
1,5,4,4,4,5,5,3,3,4,3,5,5,4,2,3,4,5,4,3,5,5,5,1,2,2,1,2,2,2,2,5,5,2,5,4,4,5,4,2,2,2,2,2,2,2,2,1,2,2,1,1,33, ,2,9,8, ,3
1,4,5,4,4,5,5,4,4,5, ,5,5,5,4,4,5,5,5,3,4,4,5,2,2,2,1,2,2,2,2,4,4,4,5,5,5,5,5,2,1,2,2,2,1,2,2,2,2,2,1,1,112, ,1,8,2, ,2
1,5,5, ,5,5,5,3,5,4,4,4,3,5,5,5,4,4,4,5,4,5,5,2,1,2,2,2,2,2,2,5,4,5,5,5,5,4,4,2,2,2,2,2,2,2,2,1,2,3,1,2,80, ,1,2,2, ,1
1,4,4,3,2,2,3,4,3,4,3,2,2,1,1,1,2,1,5,4,3,4,4,2,2,2,2,2,2,2,2,5,5,5,2,3,3,5,3,1,2,2,2,2,2,2,2,2,2,4,1,2,86, ,1,4,9, ,3
1,5,5,4,5,4,5, , ,5,4,1,1,1,3,1,4,1,4,4,4,4,4,2,2,2,2,2,2,2,2,5,5,3,1,4,5,5,5,2,2,2,2,2,2,2,1,2,2,2,2,1,33, ,1,10,17, ,1
1,4,4,4,4,4,4, ,5,5, ,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,1,2,2,1,1,112, ,1,4,17, ,3
1,3,3,3,3,3,3,1,3,3,3,2,2,4,2,2,2,3,4,4,4,4,4,2,2,2,1,2,2,2,2,5,5,3,4,1,5,5,5,2,2,2,2,2,2,2,2,1,2,2,1,1,2,6,4,10,10, ,1
1,3,4,3,4,4,4,4,4,4,4,2,4,3,2,2,2,4,4,2,3,3,4,2,2,2,2,2,2,2,2,4,4,2,3,4,4,4,4,2,2,2,2,2,2,2,1,2,2,4,2,2,157, ,4,3,8, ,3
1,4,4,4,3,3,4,3,4,4,3,4,4,2,3,3,5,4,3,4,4,4,4,1,2,1,1,2,1,2,2,4,4,2,3,3,2,4,4,2,2,2,2,2,2,2,2,1,2,2,3,1,33, ,1,2,15, ,1
1,4,3,2,3,2,4,1,3,5,3,1,1,1,1,1,1,1,4,3,3,3,4,1,1,2,1,2,2,2,2,5, ,4,4,5,5,5,5,2,2,2,2,2,2,2,2,2,2,6,2,2,9, ,1,4,8, ,3
1,5,4,4,2,2,2,3,4, ,2,1,1,1,1,1,2,1,4,1,5,5,5,2,1,2,1,2,2,1,2,4,4,2,4,5,3,5,5,2,2,2,2,2,2,2,2,1,2,6,2,2,26, ,1,4,6, ,3
1,3,3,3,3,3,3,3,3,3,3,1,1,1,2,1,2,2,4,5,5,5,5,1,1,2,2,1,2,2,2,5,5,3,5,3,4,4,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,48,1,2,16, ,2
1,4,5,5,5,4,4,4,4,2,2,2,1,4,4,2,4,2,4,3,5,5,5,1,2,1,2,2,2,1,2,3,2,2,2,4,4,5,4,2,2,2,2,2,2,2,2,1,2,5,1,2,32, ,1,3,17, ,3
1,2,2,2,2,2,2,2,2,4,2,3,2,2,2,1,2,2,5,5,5,5,5,2,2,2,1,1,2,2,2,5,5,4, ,2,5,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,33, ,2,9,2, ,3
1,4,5,5,4,4,5,5,5,5,5,5,4,4,4,5,5,5,3,3,5,5,4,1,2,2,2,2,2,2,2,5,5,5,3,5,5,5,3,2,2,2,2,2,2,2,2,1,2,5,1,2,126, ,1,3,5, ,3
1,4,2,2,2,1,4,2,2,4,4,1,1,1,1,1,1,1,4,4,4,4,4,1,2,2,1,1,2,2,2,4,4,4,4,2,5,5,4,2,2,2,2,2,2,2,1,2,2,4,2,2,62, ,1,9,2, ,2
1,3,4,2,4,1,3,3,2,5,4,4,2,1,4,2,4,2,5,5,5,5,5,1,2,2,1,2,2,2,2,5,5,2,5,3,5,5,5,2,2,2,2,2,2,2,2,2,1,2,2,1,2,6,1,9,4, ,1
1, , , , , , , , , , ,1,1,1,1,1,4,1, , , , , ,2,2,1,2,2,2,2,2,4,4,3,3,3,4,5,5,2,2,2,2,2,2,2,2,1,2,2,3,1,2, ,1,4,2, ,3
1,2,2,2,2,2,4,2,2,4,2,1, ,1,2,1,4,4,4,4,5,5,5,2,2,2,1,2,2,2,1,5,5,2,4,2,5,5,4,2,2,2,2,2,2,2,1,2,2,2,2,1,2, ,1,5,7, ,1
1, , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2, , , , , , , , ,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , 
1,4,1,1,1,1,4,1, ,2,1,1,1,1,1,1,1,1,2,1,5,1,5,2,2,2,2,2,1,2,2,4,1,1,1,4,2,5,4,2,2,2,2,2,2,2,2,1,2,2,1,1,33, ,1,7,17, ,1
1,5,4,4,4,3,4,3,3,4,4,1,1,2,4,4,4,4,3,3,4,4,2,2,2,1,2,2,1,2,2,4,4,2,4,3,4,5,3,2,2,2,2,2,2,2,2,1,2,2,3,1,2,39,1,2,14, ,1
1,5,5,5,4,2,5,3,3,5,1,3,2,3,2,2,3,4,4,2,5,5,4,1,2,2,2,2,2,2,1,3,2,1,3,3,5,5,3,2,2,2,2,2,2,2,2,1,2,2,1,1,2,56,1,2,6, ,1
1,5,5,4,5,4,5,3,3,5,4,4,4,2,3,3,4,4,3,3,5,5,5,1,2,1,1,2,2,2,2,5,5,4,1,4,5,4,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,6,1,4,16, ,3
1,4,3,4,5,5,4,4,4,4,3,3,4,2,2,2,3,2,5,5,5,5,4,2,2,2,2,2,2,2,1,4,4,3,4,3,5,5,3,2,2,2,2,2,2,2,2,1,2,3,2,2,38, ,1,2,8, ,1
1,5,5,5,3,1,4,3,3,1, ,5,1,2,4,1,5,1,1,1,5,4,4,1,2,2,2,2,2,2,2,1,1,1,1,5,1,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,6,1,9,14, ,3
1,5,5,5,5,5,5,3,5,3,1,1,1,1,1,1,1,1,2,1,3,3,1,2,2,2,2,1,2,2,2,4,5,5,2,2,5,5,5,2,2,2,2,2,2,2,2,1,2,7,2,2,11, ,1,7,5, ,3
1,5,5,5,5,5,5,4,4,4,4,5,5,4,4,3,4,4,5,4,5,4,4,1,1,2,2,2,2,2,2,4,2,1,4,4,3,5,4,2,2,2,2,2,1,2,2,2,2,3,1,2,38, ,1,4,14, ,2
1,4,5,4,5,3,5,3,3,5,4,4,2,2,5,2,3,3,3,3,4,4,4,2,1,2,1,1,2,1,1,4,5,4,2,4,5,5,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,1,4,7, ,3
1,2,3,3,3,3,3,3,3,4,2,5,5,3,3,2,4,3,5,4,4,4,4,2,2,2,2,2,2,2,1,4,3,1,3,3,4,5,5,1,2,2,2,2,2,2,2,2,2,3,1,2,38, ,1,4,8, ,3
1,4,4,4,4,4,4,3,4,4,5,5,5,2,4,4,2,2,5,5,5,4,4,2,2,2,2,2,2,2,2,2,4,2,4,3,4,5,4,2,2,2,2,2,2,2,2,1,2,3,3,2,88, ,2,9,2, ,1
1,5,5,5,5,4,5,3,3,5,5,1,1,1,5,5,5,5,2,4,5,5,5,2,2,1,2,2,2,2,2,1,1,1,5,5,2,5,3,2,2,2,2,2,2,2,1,2,2,4,2,2,122, ,1,4,14, ,3
1,5,3, ,2,1,5,3,3,4,1,1,1,1,1,1,1,1,4,2,4,4,5,1,2,2,1,1,2,1,2,5,5,1,1,4,5,4,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,36,1,3,5, ,2
1,4,2,4,4,4,4,4,4,2,1,1,1,1,4,1,2,1,5,3,5,4,4,2,2,2,1,2,2,1,2,2,4,2,5,3,3,5,4,2,2,2,2,2,2,2,2,1,2,3,2,2,172, ,1,3,16, ,3
1,3,3,3,3,3, ,5,5,5,5,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,2,2,2,2,1,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,5,3,2,175, ,1,3,16, ,2
1,4,4,4,4,3,4,3,4,5,3,2,1,3,2,1,1,1,2,3,4,5,4,2,2,2,1,2,1,1,2,3,2,1,3,3,3,5,3,2,2,2,2,2,2,1,2,2,2,4,2,2,181, ,1,8,2, ,1
1,4,3,5,4,2,4,3,4,5,5,4,2,2,5,3,4,2,5,5,5,5,5,2,2,2,2,2,2,2,2,5,5,5,2,4,5,5,5,2,2,2,2,2,2,2,1,2,2,7,2,2,11, ,1,9,2, ,1
1, ,3, ,3,3, , , , , , ,2, , ,2, ,2,3,3, , , ,2,2,1,2,2,2,1,2, ,3, ,3, , ,3, ,2,2,2,2,2,2,2,2,1,2,4,2,2,44, ,1,2,21, ,3
1,5,5,5,4,4,4,4,5,5,4,5,4,5,3,3,5,4,5,5,4,5,3,1,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,2,2,2,1,2,1,1,1,2,2,3,1,2,121, ,1,4,8, ,3
1, , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2, , , , , , , , ,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , 
1,4,3,3,3,3,4, ,4,4,2,1,1,1,1,1,1,1,3,3,3,3,4,2,1,2,2,2,2,2,2,5,5,4,5,3,5, ,5,2,2,2,2,2,2,2,2,1,2,5,3,2,25, ,1,7,6, ,3
1,4,3,3,3,3,4,3,3,3,1,1,1,2,2,2,4,4,3,2,4,4,4,2,2,2,2,2,2,1,2,4,4,3,4,4,4,4,4,2,2,2,2,2,2,2,2,2,1,2,3,1,2,33,1,4,16, ,3
1,4,3,4,2,2,3,3,3,4,3,4,4,2,4,4,4,4,5,4,4,5,5,2,1,2,1,2,2,2,2,5,5,4,5,4,5,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,112, ,1,9,7, ,3
1,5,5,5,5,5,5,5,5,5,4, , , , , , , ,5,5,3,3,3,1,2,2,1,2,2,2,2,3,5,4,5,3,5,5,5,2,2,2,2,2,2,2,2,2,2,6,2,2,54, ,4,9,2, ,1
1,4,4,4,4,4,4,3,3,4,2,1,1,1,1,1,1,1,5,5,5,5,5,2,1,2,1,2,2,2,2,3,4,4,5,4,4,5,5,2,2,2,2,2,2,2,1,2,2,4,2,2,86, ,1,4,13, ,2
1,4,4,2,3,2,5,3,3,4,4,3,2,3,1,1,1,1,5,5,5,5,5,1,2,2,2,1,2,2,2,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,1,2,6,2,2,134, ,1,3,2, ,1
1,5,5,5,5,4,5,4,5,4,4,4,4,3,3,3,4,4,4,4,4,4,3,1,2,2,2,2,2,2,2,4,5,4,5,4,5,4,4,2,2,2,2,2,2,2,1,2,2,2,3,1,2,39,1,2,7, ,2
1,4,5,4,4,4,5,4,3,5,4,2,4,4,4,4,4,1,4,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,1,2,5,4,2,2,2,2,2,1,2,2,2,2,3,1,2,38, ,3,4,9, ,2
1,4, , , , , , , , , ,4, , , , , , ,4, , , , ,2,2,2,1,2,2,2,2,5,4, , , , , ,5,2,2,2,2,2,1,2,2,2,2,3,1,2,38, ,1,4,14, ,2
1,5,5,5,5,4,4,2,3,4,2,3,2,2,1,1,3,3,2,1,5,4,5,2,2,2,2,2,1,1,1,3,2,1,4,4,4,5,5,2,2,2,2,2,2,2,2,2,2,7,2,2,11, ,1,4,16, ,3
1,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,5,4,4,4,2,2,2,2,2,2,2,1,3,5,5,5,4,5,5,5,2,2,2,2,2,2,2,2,2,2,3,1,2,129, ,1,3,17, , 
1,4,4,4,5,4,3,3,4,3,2,5,5,4,3,3,5,5,5,5,3,4,4,1,2,1,2,2,2,1,1,2,3,4,5,4,5,5,3,2,2,2,2,2,1,2,2,2,2,3,1,2,38, ,1,4,6, ,2
1,1,3,2,4,3,4,2,4,2,3,3,3,2,1,1,2,2,5,5,3,3,3,1,1,2,2,1,1,2,2,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,1,3,2,2,82, ,1,9,2, , 
