name,Dim.1,Dim.2,coord,cos2,contrib,,,,,,,,,,,,
146,-1.978471693,-1.401685962,5.879073775,0.074898389,0.031461696,,,,,,,,,,,,
150,-1.15528718,0.862964764,2.079396653,0.024282814,0.011127832,,,,,,,,,,,,
153,2.870634256,0.202643648,8.28160548,0.026705541,0.044318776,,,,,,,,,,,,
154,-0.35737863,-0.735458349,0.668618468,0.007881306,0.003578093,,,,,,,,,,,,
155,2.207041843,0.811800307,5.530053433,0.083184193,0.029593924,,,,,,,,,,,,
156,1.331646114,-2.098967984,6.178947972,0.090185166,0.033066464,,,,,,,,,,,,
159,1.865209388,0.279779455,3.557282603,0.00792407,0.019036697,,,,,,,,,,,,
164,0.047306427,0.000444658,0.002238096,2.09E-05,1.20E-05,,,,,,,,,,,,
165,2.665701145,-0.481146489,7.33746454,0.059853049,0.039266233,,,,,,,,,,,,
166,-0.768981795,-1.811872684,3.874215625,0.049580894,0.020732755,,,,,,,,,,,,
167,-0.2334124,1.091284781,1.245383822,0.020692824,0.006664636,,,,,,,,,,,,
168,-0.468257198,-1.437109941,2.284549786,0.027323817,0.012225703,,,,,,,,,,,,
169,-0.333671398,-1.135793795,1.401364146,0.019010154,0.00749936,,,,,,,,,,,,
170,-2.102069919,-3.338279556,15.56280833,0.230874085,0.083283926,,,,,,,,,,,,
171,0.22468711,-1.022377972,1.095741014,0.013324556,0.005863827,,,,,,,,,,,,
172,4.264458022,2.988209254,27.11499677,0.195260234,0.145105134,,,,,,,,,,,,
173,1.579534926,-3.359764508,13.78294813,0.173582378,0.073759055,,,,,,,,,,,,
174,-1.196348211,-2.114277968,5.901420368,0.0846834,0.031581283,,,,,,,,,,,,
176,0.409819506,0.850166707,0.890735457,0.011138469,0.004766745,,,,,,,,,,,,
177,-3.562652922,0.747511479,13.25126925,0.098171793,0.07091379,,,,,,,,,,,,
180,0.872547993,-1.981889888,4.689227529,0.0743522,0.025094268,,,,,,,,,,,,
181,-0.588228577,1.448339333,2.443699681,0.028746466,0.013077389,,,,,,,,,,,,
184,-3.63107898,2.670524163,20.31643386,0.262030149,0.108722818,,,,,,,,,,,,
187,-1.601522537,-0.010691867,2.564988752,0.021313012,0.013726464,,,,,,,,,,,,
189,-1.948225841,0.860141628,4.535427546,0.027304632,0.024271211,,,,,,,,,,,,
190,1.154661944,-2.437166603,7.273025257,0.072569171,0.038921388,,,,,,,,,,,,
191,0.240498196,-3.172503767,10.12261954,0.029474695,0.05417091,,,,,,,,,,,,
192,2.525202593,-0.883993905,7.158093359,0.07217611,0.038306333,,,,,,,,,,,,
194,1.489406758,-0.102979976,2.228937366,0.025747013,0.011928095,,,,,,,,,,,,
197,-0.42955153,0.688312712,0.658288907,0.008744973,0.003522814,,,,,,,,,,,,
199,-1.330583866,-0.300459107,1.8607291,0.019704964,0.009957639,,,,,,,,,,,,
200,0.495740247,-1.220439631,1.735231286,0.02301009,0.009286041,,,,,,,,,,,,
201,3.023632558,-0.549899853,9.444743696,0.132986371,0.050543277,,,,,,,,,,,,
202,0.945717514,1.256520342,2.473224986,0.0238838,0.013235393,,,,,,,,,,,,
203,0.587504248,1.527359327,2.677987754,0.032363233,0.014331175,,,,,,,,,,,,
204,1.702870471,-0.942440907,3.787962705,0.012644127,0.020271175,,,,,,,,,,,,
205,1.322214822,0.7545284,2.317565141,0.033153393,0.012402384,,,,,,,,,,,,
207,2.44155886,0.536301596,6.248829068,0.093875839,0.033440431,,,,,,,,,,,,
208,2.512782137,0.688248555,6.787760141,0.0927763,0.036324505,,,,,,,,,,,,
209,0.246533846,-0.015061992,0.061005801,0.001255815,0.000326471,,,,,,,,,,,,
210,3.036027048,0.98046698,10.17877574,0.121401835,0.054471429,,,,,,,,,,,,
211,1.215685657,-0.88711061,2.264856853,0.024646024,0.012120317,,,,,,,,,,,,
213,2.035915572,-0.874820596,4.910263291,0.032975811,0.026277134,,,,,,,,,,,,
214,0.8681925,1.470715539,2.916762415,0.034550892,0.015608971,,,,,,,,,,,,
215,2.327290473,-0.215315676,5.462641785,0.050213336,0.029233172,,,,,,,,,,,,
216,1.457198464,1.615889125,4.734525026,0.072333823,0.025336676,,,,,,,,,,,,
217,-5.159592622,3.488148211,38.78857397,0.240505642,0.20757595,,,,,,,,,,,,
218,1.630819242,-3.366789931,13.99484584,0.15034483,0.074893019,,,,,,,,,,,,
219,-2.092549554,1.949269384,8.178414767,0.075075252,0.043766554,,,,,,,,,,,,
222,-1.091501217,3.63460128,14.40170137,0.122444185,0.077070295,,,,,,,,,,,,
224,-1.674933042,0.730414502,3.33890604,0.043376392,0.017868061,,,,,,,,,,,,
225,0.854413734,0.280413787,0.808654721,0.001342337,0.004327493,,,,,,,,,,,,
226,3.666024243,1.511259999,15.72364053,0.11847343,0.084144615,,,,,,,,,,,,
230,0.322737161,1.959809648,3.94501313,0.053119637,0.021111626,,,,,,,,,,,,
231,1.567881654,-4.20083699,20.1052843,0.104905511,0.107592857,,,,,,,,,,,,
232,0.523177523,-0.141502868,0.293737782,0.000908528,0.001571929,,,,,,,,,,,,
233,2.058244963,0.743074945,4.788532702,0.055056502,0.025625697,,,,,,,,,,,,
235,2.01772221,-1.652777794,6.802877351,0.082919036,0.036405405,,,,,,,,,,,,
236,2.893804309,0.403506668,8.536921011,0.117843972,0.04568509,,,,,,,,,,,,
237,2.428894607,-1.035832099,6.972477147,0.080861154,0.037313013,,,,,,,,,,,,
239,-0.188593263,-1.366649742,1.903298935,0.024857393,0.01018545,,,,,,,,,,,,
240,-2.133935279,-1.19557998,5.983091262,0.087674822,0.032018343,,,,,,,,,,,,
242,-0.620296191,1.78875738,3.58442033,0.015639206,0.019181923,,,,,,,,,,,,
246,-3.565254758,-1.02425609,13.76014203,0.061567188,0.073637009,,,,,,,,,,,,
249,-1.701232771,-3.354094222,14.14414099,0.154246179,0.075691968,,,,,,,,,,,,
251,3.568315412,2.220190186,17.66211934,0.049999151,0.094518329,,,,,,,,,,,,
253,3.42020765,1.351927286,13.52552776,0.123659066,0.072381477,,,,,,,,,,,,
257,-0.334886933,-3.45768055,12.06770404,0.129345347,0.064579975,,,,,,,,,,,,
259,2.057567841,-2.135798711,8.795221557,0.111968149,0.047067378,,,,,,,,,,,,
262,0.847322773,-2.506137017,6.99867863,0.083443559,0.03745323,,,,,,,,,,,,
263,-1.382644789,-1.516506725,4.21149926,0.050873243,0.022537718,,,,,,,,,,,,
268,-0.696780793,-0.164807296,0.512664919,0.00621323,0.002743512,,,,,,,,,,,,
269,2.260578025,1.522255221,7.427473967,0.073789717,0.039747916,,,,,,,,,,,,
270,2.625849072,-2.023716276,10.99051092,0.089780433,0.058815406,,,,,,,,,,,,
272,2.489388767,-1.196895281,7.629614746,0.073915167,0.040829666,,,,,,,,,,,,
275,-0.559268925,-1.376607357,2.207829546,0.020315252,0.011815137,,,,,,,,,,,,
276,-1.904300527,2.477168568,9.762724611,0.056084484,0.052244943,,,,,,,,,,,,
277,2.448826345,2.819234703,13.94483478,0.137704851,0.074625387,,,,,,,,,,,,
282,1.180797048,-1.041770655,2.479567764,0.023866409,0.013269336,,,,,,,,,,,,
283,1.607240892,0.309831029,2.679218552,0.027683256,0.014337762,,,,,,,,,,,,
284,2.58501791,-0.595410091,7.036830772,0.096158048,0.0376574,,,,,,,,,,,,
285,0.550608622,-2.415056854,6.135669462,0.082990087,0.032834861,,,,,,,,,,,,
286,1.745694919,3.226497692,13.45773811,0.102969507,0.072018703,,,,,,,,,,,,
287,2.014612995,-1.367158309,5.927787362,0.093218444,0.031722385,,,,,,,,,,,,
289,0.82792461,-0.259999058,0.75305867,0.009411184,0.004029972,,,,,,,,,,,,
290,1.166999638,-1.279599005,2.999261769,0.046053856,0.016050464,,,,,,,,,,,,
292,-3.343120081,0.508824061,11.4353538,0.14812082,0.06119597,,,,,,,,,,,,
293,2.2047345,-0.135785041,4.879291794,0.052950883,0.026111391,,,,,,,,,,,,
294,-1.27004883,2.119178976,6.10394356,0.038222399,0.03266508,,,,,,,,,,,,
296,-2.389213065,3.258595441,16.32678332,0.160574241,0.087372316,,,,,,,,,,,,
297,4.023886331,0.545845696,16.48960873,0.176775171,0.088243672,,,,,,,,,,,,
298,2.404761414,-1.39225608,7.72125445,0.103668017,0.041320073,,,,,,,,,,,,
299,-1.283368679,0.035024448,1.648261878,0.02419553,0.008820627,,,,,,,,,,,,
301,1.794284169,2.707832785,10.55181407,0.06889261,0.056467733,,,,,,,,,,,,
302,-0.578253853,0.955392044,1.247151477,0.020195462,0.006674096,,,,,,,,,,,,
303,0.951063264,-2.409149272,6.708521549,0.07051548,0.035900462,,,,,,,,,,,,
304,-0.563686544,-0.724688126,0.8429154,0.014086963,0.004510838,,,,,,,,,,,,
306,-1.760929823,1.516873228,5.40177823,0.037328345,0.028907462,,,,,,,,,,,,
309,3.248566777,-0.702927685,11.04729343,0.150553284,0.059119276,,,,,,,,,,,,
310,2.807501776,0.079602097,7.888402715,0.093547987,0.042214563,,,,,,,,,,,,
311,-1.376017168,2.698821677,9.17706169,0.115673352,0.049110785,,,,,,,,,,,,
312,-1.644873017,0.869452296,3.461554537,0.027969151,0.018524411,,,,,,,,,,,,
315,1.159936019,-4.338385335,20.16703888,0.226287497,0.107923335,,,,,,,,,,,,
316,0.586664466,-2.374706302,5.983405214,0.073441542,0.032020023,,,,,,,,,,,,
317,-1.167211932,-0.114691181,1.375537761,0.019010295,0.007361151,,,,,,,,,,,,
319,0.384828844,-0.845551972,0.863051378,0.012840563,0.004618595,,,,,,,,,,,,
320,2.464648846,-0.853390621,6.802769489,0.100721245,0.036404827,,,,,,,,,,,,
321,2.244558211,0.809127997,5.692729678,0.060127078,0.030464481,,,,,,,,,,,,
322,0.174116921,1.257656327,1.612016139,0.013745954,0.008626659,,,,,,,,,,,,
323,3.130626406,-0.750601799,10.36422476,0.115852562,0.055463854,,,,,,,,,,,,
324,-1.113379599,1.275036814,2.865333009,0.03305924,0.015333748,,,,,,,,,,,,
325,-0.136035613,2.020873993,4.102437382,0.006376257,0.021954077,,,,,,,,,,,,
326,-2.80592538,-0.142100943,7.893409916,0.068938986,0.042241359,,,,,,,,,,,,
327,-0.370195717,-0.804974006,0.78502802,0.007173418,0.004201055,,,,,,,,,,,,
328,2.801515581,1.804186817,11.10357962,0.107722732,0.05942049,,,,,,,,,,,,
329,-3.355982686,1.067636676,12.40246786,0.122376825,0.066371454,,,,,,,,,,,,
330,-0.617599823,6.16531267,38.39250986,0.112896419,0.205456424,,,,,,,,,,,,
334,0.083075684,3.29032332,10.83312912,0.017891076,0.057973182,,,,,,,,,,,,
335,0.464347456,0.890742611,1.009040958,0.01247369,0.005399854,,,,,,,,,,,,
336,-0.953683831,0.033121771,0.910609902,0.014388511,0.004873103,,,,,,,,,,,,
337,-0.865011458,2.581979225,7.414861539,0.084169662,0.039680421,,,,,,,,,,,,
338,-1.91446684,3.595687515,16.59415198,0.163054228,0.088803132,,,,,,,,,,,,
339,-0.638250702,-0.217634669,0.454728808,0.003101848,0.002433468,,,,,,,,,,,,
342,-0.437905296,1.305338175,1.895668799,0.006707427,0.010144618,,,,,,,,,,,,
344,-0.949282322,1.188536084,2.313754951,0.016052282,0.012381994,,,,,,,,,,,,
345,0.803041829,1.805297547,3.903975414,0.041898136,0.020892013,,,,,,,,,,,,
346,-0.804885572,0.126618751,0.663873092,0.011661922,0.003552698,,,,,,,,,,,,
348,1.569758178,1.030437743,3.525942677,0.016722104,0.018868982,,,,,,,,,,,,
349,0.613286071,-2.219765004,5.303476478,0.07387821,0.028381403,,,,,,,,,,,,
351,1.217543472,1.127186636,2.75296182,0.011515169,0.014732397,,,,,,,,,,,,
353,1.708825953,-2.380984914,8.589175296,0.116497023,0.045964727,,,,,,,,,,,,
354,1.883489301,0.940157554,4.431428173,0.062812455,0.023714662,,,,,,,,,,,,
362,2.23589722,0.264783297,5.069346574,0.046374089,0.027128464,,,,,,,,,,,,
363,3.940343636,0.42037642,15.70302431,0.114971102,0.084034288,,,,,,,,,,,,
367,-1.20979929,-1.768738697,4.592050901,0.036475255,0.02457423,,,,,,,,,,,,
368,3.077775769,-0.490002825,9.712806451,0.09801302,0.051977807,,,,,,,,,,,,
369,1.322776153,6.863776936,48.86117057,0.139334699,0.261479164,,,,,,,,,,,,
372,2.918584378,-2.840546957,16.58684178,0.243466487,0.088764012,,,,,,,,,,,,
375,-0.522386534,-1.333348274,2.050705309,0.022606853,0.010974291,,,,,,,,,,,,
377,2.53218803,3.357888836,17.68739365,0.104079511,0.094653584,,,,,,,,,,,,
378,3.668869734,-0.827764345,14.14579893,0.046220603,0.07570084,,,,,,,,,,,,
379,-1.432860507,6.054117259,38.70542502,0.181710454,0.207130981,,,,,,,,,,,,
382,-0.367620114,-0.832723662,0.828573245,0.011536705,0.004434086,,,,,,,,,,,,
384,3.522822688,-0.938813119,13.29164977,0.115665468,0.071129886,,,,,,,,,,,,
385,3.120841038,0.914800027,10.57650788,0.101671451,0.056599881,,,,,,,,,,,,
387,-3.091598223,-0.424242699,9.737961441,0.138314913,0.052112424,,,,,,,,,,,,
390,4.01747611,1.982649113,20.0710118,0.154674679,0.107409449,,,,,,,,,,,,
393,0.507012296,-0.423183972,0.436146142,0.005447079,0.002334024,,,,,,,,,,,,
394,3.416774278,0.092075548,11.68282437,0.024503732,0.062520302,,,,,,,,,,,,
396,2.660438994,2.243555484,12.11147685,0.03534483,0.064814224,,,,,,,,,,,,
398,-1.167736967,-2.536189058,7.795864563,0.092272311,0.041719347,,,,,,,,,,,,
402,0.944486201,0.733356141,1.429865413,0.003967003,0.007651884,,,,,,,,,,,,
403,4.140709315,2.611576323,23.96580452,0.180655606,0.128252321,,,,,,,,,,,,
404,0.336155524,1.178621027,1.50214806,0.003414321,0.008038703,,,,,,,,,,,,
405,3.031495695,1.423323963,11.21581725,0.114627227,0.060021127,,,,,,,,,,,,
406,2.667101132,-1.953831918,10.93088761,0.164403662,0.058496334,,,,,,,,,,,,
411,2.582087791,0.081583251,6.673833188,0.038176287,0.035714828,,,,,,,,,,,,
412,0.043861318,0.374633334,0.14227395,0.000570482,0.000761375,,,,,,,,,,,,
413,0.374845415,-2.432944114,6.059726147,0.088899501,0.032428452,,,,,,,,,,,,
414,0.288377519,1.437502494,2.149575015,0.012284016,0.01150339,,,,,,,,,,,,
415,4.576438977,2.217377811,25.86055806,0.103762977,0.138392041,,,,,,,,,,,,
416,1.031847274,0.823884398,1.743494299,0.018017349,0.00933026,,,,,,,,,,,,
419,1.473205979,-1.366132145,4.036652895,0.060749107,0.021602033,,,,,,,,,,,,
420,4.170220633,0.982000086,18.3550643,0.150807113,0.098226604,,,,,,,,,,,,
421,3.278690962,7.545615334,67.68612519,0.062719108,0.362220373,,,,,,,,,,,,
422,-0.580984065,1.493605344,2.568399409,0.020208099,0.013744716,,,,,,,,,,,,
423,-3.752439613,-0.258683368,14.14772013,0.185816173,0.075711122,,,,,,,,,,,,
424,0.230046475,0.090537291,0.061118382,0.000934784,0.000327073,,,,,,,,,,,,
425,-2.149088386,2.993783955,13.58132326,0.127661531,0.072680065,,,,,,,,,,,,
427,1.226699481,1.404081481,3.476236423,0.048238279,0.01860298,,,,,,,,,,,,
428,-1.221424937,0.526456947,1.769035793,0.02837167,0.009466945,,,,,,,,,,,,
429,-0.01533492,3.90196246,15.2255462,0.114807345,0.081479077,,,,,,,,,,,,
433,1.137050703,-1.694225416,4.163284061,0.053422919,0.022279696,,,,,,,,,,,,
436,4.381483978,-1.008654469,20.21478569,0.163774967,0.10817885,,,,,,,,,,,,
437,0.214259308,-1.719083527,3.001155225,0.03706241,0.016060597,,,,,,,,,,,,
440,2.894294982,0.887653299,9.164871822,0.085901221,0.049045551,,,,,,,,,,,,
441,4.189200195,-0.313998115,17.64799309,0.21542746,0.094442733,,,,,,,,,,,,
442,2.619861672,-0.161871972,6.889877715,0.090436991,0.036870985,,,,,,,,,,,,
443,2.134501767,1.344960683,6.365017035,0.019458984,0.034062208,,,,,,,,,,,,
445,-3.144630367,0.745106721,10.44388417,0.178072246,0.055890149,,,,,,,,,,,,
446,-0.31126439,-1.322754478,1.84656493,0.030994631,0.00988184,,,,,,,,,,,,
453,-1.203518536,-4.597160997,22.5823461,0.252228658,0.120848783,,,,,,,,,,,,
454,1.711154297,-0.115348326,2.941354263,0.028488407,0.015740574,,,,,,,,,,,,
455,0.461842725,0.209874778,0.257346125,0.003481207,0.00137718,,,,,,,,,,,,
459,-0.847028196,-2.038550752,4.873145935,0.060018621,0.026078502,,,,,,,,,,,,
461,2.054589988,3.477490149,16.31427776,0.149146873,0.087305393,,,,,,,,,,,,
464,3.393252935,1.349160299,13.33439899,0.125054995,0.071358657,,,,,,,,,,,,
466,-0.423698834,-2.470452559,6.282656549,0.087141358,0.033621458,,,,,,,,,,,,
468,2.285391312,0.463700031,5.438031168,0.095257909,0.029101469,,,,,,,,,,,,
469,0.50795089,-2.832324503,8.280076198,0.104024324,0.044310592,,,,,,,,,,,,
470,-0.071195446,0.005368499,0.005097612,7.56E-05,2.73E-05,,,,,,,,,,,,
475,4.48402361,4.936872753,44.47918032,0.211352726,0.238029068,,,,,,,,,,,,
478,1.414663345,2.160094604,6.667281079,0.067047364,0.035679765,,,,,,,,,,,,
484,-3.453914393,1.463028312,14.06997648,0.130614604,0.075295079,,,,,,,,,,,,
487,0.672328326,0.685140905,0.921443437,0.011041752,0.004931078,,,,,,,,,,,,
488,4.510704077,1.342333621,22.14831082,0.127151465,0.118526055,,,,,,,,,,,,
489,-0.659341602,2.658730751,7.503580555,0.048848808,0.040155198,,,,,,,,,,,,
490,1.854981702,2.639195197,10.4063084,0.04004506,0.055689063,,,,,,,,,,,,
492,1.747785812,0.413958223,3.226116654,0.02874646,0.017264471,,,,,,,,,,,,
493,4.008740064,-0.743846424,16.6233044,0.153436296,0.088959141,,,,,,,,,,,,
494,2.404878571,-2.112683562,10.24687277,0.122913515,0.054835848,,,,,,,,,,,,
497,2.547808002,2.100978703,10.90543713,0.101163492,0.058360136,,,,,,,,,,,,
499,2.633981631,-0.54554783,7.235481665,0.084491237,0.038720474,,,,,,,,,,,,
507,1.844637615,-3.600240603,16.36442033,0.187666788,0.08757373,,,,,,,,,,,,
508,3.340985369,-0.662115399,11.60058004,0.132625183,0.062080174,,,,,,,,,,,,
511,-2.089459475,-0.01099591,4.365961808,0.022307024,0.02336432,,,,,,,,,,,,
512,4.2607498,1.514501829,20.44770465,0.121222984,0.10942531,,,,,,,,,,,,
514,2.882032919,-0.184274621,8.340070883,0.037157137,0.044631652,,,,,,,,,,,,
