Survey,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_9,Q14_10,Q15_1,Q15_3,Q17_1,Q17_2,Q18_1,Q19.1_1,Q19.1_2,Q19.2_1,Q19.2_2,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q13b_1,Q13b_2,Q13b_3,Q13b_4,Q13b_5,Q13b_6,Q13b_7,Q13b_8,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Continent,Q10,NAvsNonNA,Q5,Q5b,Q1,Q4,Q3_1,Q3_2,AgeCategory,,counter,
1,4,3,4,4,4,4,3,4,3,1,4,4,4,3,3,4,3,3,3,4,3,4,2,2,2,2,2,2,2,1,3,2,1,4,4,2,5,3,2,2,2,2,2,2,2,1,2,2,2,3,1,2,47,1,5,15,12,1,,410,"1,  2, 1, 1,"
1,2,1,1,5,2,2,NA,4,4,3,1,1,1,1,1,1,1,4,3,5,4,5,2,2,2,2,2,2,2,1,4,3,1,1,4,4,5,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,5,7,12,1,,411,"1,  2, 1, 1,"
1,5,4,NA,5,4,5,3,3,5,2,2,1,1,1,1,1,1,1,1,5,5,5,1,2,2,1,1,2,2,2,5,5,2,NA,4,5,5,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,47,1,4,8,12,3,,412,"1,  2, 1, 3,"
1,4,4,2,4,3,2,2,2,4,2,2,3,1,3,3,2,2,5,5,4,4,4,2,2,2,1,1,2,2,1,5,5,4,3,2,4,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,7,10,12,2,,413,"1,  2, 1, 2,"
1,5,4,4,4,3,NA,4,4,2,3,5,4,5,5,4,4,3,4,3,5,5,4,2,2,2,1,2,2,1,2,5,5,4,4,5,3,4,4,2,2,2,2,2,1,2,2,2,2,2,3,1,2,47,1,NA,7,12,1,,414,"1,  2, 1, 1,"
1,4,5,5,5,2,5,3,4,2,1,1,1,2,1,1,2,1,2,1,5,1,4,1,1,2,2,2,1,2,2,2,4,1,4,4,2,5,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,4,18,12,3,,415,"1,  2, 1, 3,"
1,5,4,4,4,5,5,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,2,2,2,1,4,4,3,3,4,5,5,3,2,2,2,1,1,1,1,2,2,2,2,3,1,2,47,1,5,7,12,1,,416,"1,  2, 1, 1,"
1,3,2,3,4,3,4,4,4,4,3,3,3,2,1,1,4,3,5,5,4,4,4,2,2,2,2,2,2,2,2,5,5,2,4,3,5,5,3,2,2,2,2,2,2,2,2,1,2,2,NA,1,2,36,1,5,16,12,1,,417,"1,  2, 1, 1,"
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,4,4,2,2,2,2,2,1,2,2,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,10,16,12,1,,418,"1,  2, 1, 1,"
1,2,3,3,2,3,3,3,3,4,3,2,3,2,3,3,3,3,4,4,4,4,4,2,2,2,2,2,2,2,2,4,4,4,4,2,5,5,4,2,2,2,2,2,2,2,2,1,2,2,3,1,2,47,1,5,5,12,NA,,419,"1,  2, 1, NA,"
1,5,4,4,4,2,4,3,5,4,3,4,3,4,4,4,4,4,2,2,3,4,4,2,2,2,2,2,1,2,1,4,4,2,5,4,2,5,4,2,2,2,2,2,2,2,2,1,2,2,3,1,2,47,1,5,2,12,1,,420,"1,  2, 1, 1,"
1,5,5,5,5,5,5,3,5,5,5,1,1,1,1,NA,1,1,1,1,NA,5,1,2,2,1,1,2,2,1,2,2,1,1,1,5,2,1,1,2,2,2,2,2,2,2,2,1,2,2,NA,1,2,47,1,4,17,12,3,,421,"1,  2, 1, 3,"
1,2,3,2,2,4,4,3,3,4,5,1,1,1,3,3,4,4,1,1,2,5,3,2,2,2,2,2,2,2,2,4,5,5,1,2,5,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,3,2,12,2,,422,"1,  2, 1, 2,"
1,5,NA,2,5,3,4,2,2,4,3,2,2,2,2,1,2,2,2,2,4,4,4,1,2,2,1,2,2,2,2,5,5,5,1,4,5,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,9,14,12,1,,423,"1,  2, 1, 1,"
1,5,5,4,5,5,4,3,3,3,2,1,1,2,2,2,4,4,4,4,5,5,3,2,2,1,2,2,2,2,2,5,5,4,5,4,5,5,4,2,2,2,2,2,2,2,1,2,2,2,2,1,2,47,1,5,5,12,1,,424,"1,  2, 1, 1,"
1,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,1,2,2,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,1,2,2,3,1,2,47,1,5,7,12,1,,425,"1,  2, 1, 1,"
1,3,1,1,3,1,1,3,2,5,4,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,2,2,2,2,1,2,1,1,5,5,4,5,2,5,5,5,2,2,2,2,2,2,2,2,2,2,2,1,1,2,47,1,5,4,12,1,,426,"1,  2, 1, 1,"
1,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,3,4,4,4,2,2,2,2,2,2,2,2,5,2,2,4,4,4,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,5,8,12,1,,427,"1,  2, 1, 1,"
1,5,5,5,5,4,5,4,4,5,2,4,2,1,4,4,2,2,5,4,5,5,5,2,2,1,2,2,2,2,2,5,5,2,5,3,5,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,5,2,12,1,,428,"1,  2, 1, 1,"
1,5,5,5,4,5,5,5,5,4,4,5,5,4,4,4,5,5,5,5,3,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,1,2,2,2,2,1,2,47,1,5,7,12,1,,429,"1,  2, 1, 1,"
1,5,5,5,5,5,5,4,5,4,3,4,4,3,3,3,4,4,4,3,2,3,5,2,2,2,2,2,2,2,1,4,5,3,4,5,4,5,5,2,2,2,2,2,2,2,2,1,2,2,1,1,2,47,1,2,6,12,1,,430,"1,  2, 1, 1,"
1,4,3,4,3,3,4,3,3,4,3,3,4,4,3,3,4,3,3,5,3,4,4,2,2,2,2,2,2,1,2,4,4,3,4,3,3,3,4,2,2,2,2,2,2,2,2,1,2,2,3,1,2,47,1,5,6,12,1,,431,"1,  2, 1, 1,"
1,4,4,2,4,2,4,NA,3,4,2,1,1,1,3,3,4,2,3,2,4,4,5,1,2,2,1,2,1,2,1,5,4,1,3,3,4,5,3,2,2,2,2,2,2,2,2,1,2,2,3,1,2,47,1,2,16,12,1,,432,"1,  2, 1, 1,"
1,4,4,4,4,3,4,3,4,4,3,2,2,2,3,3,3,3,5,5,4,4,3,2,2,2,1,1,2,1,1,5,4,3,4,3,4,5,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,47,1,5,7,12,1,,433,"1,  2, 1, 1,"
1,4,4,4,4,3,4,NA,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,2,2,1,1,2,1,1,1,4,2,2,2,4,3,4,4,2,2,2,2,2,2,2,2,1,2,2,1,1,2,47,1,3,17,12,1,,434,"1,  2, 1, 1,"
1,5,5,5,5,5,5,NA,4,1,1,1,1,3,3,3,3,3,2,1,3,5,5,2,2,2,2,2,1,2,2,2,1,1,1,3,1,1,1,2,2,2,2,2,2,2,2,1,2,2,NA,1,2,47,1,4,3,12,3,,435,"1,  2, 1, 3,"
1,3,3,3,4,2,2,1,3,5,1,1,2,2,3,1,3,2,3,3,3,3,4,1,2,2,1,2,1,1,1,3,3,1,2,2,3,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,4,13,12,3,,436,"1,  2, 1, 3,"
1,1,1,1,2,2,1,2,3,5,3,3,3,2,2,3,2,3,5,5,5,5,5,1,2,2,1,2,2,2,2,5,5,2,3,2,5,5,4,2,2,2,2,2,2,2,2,1,2,2,3,1,2,47,1,5,2,12,1,,437,"1,  2, 1, 1,"
1,4,4,4,4,3,3,4,4,4,4,3,3,3,3,3,3,3,3,2,2,1,3,2,2,2,2,2,2,2,2,2,3,1,4,3,4,5,5,2,2,2,2,2,2,2,2,2,2,2,1,1,2,47,1,5,20,12,1,,438,"1,  2, 1, 1,"
1,3,4,4,4,4,4,4,4,4,3,5,5,5,5,5,5,5,4,4,3,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,47,2,9,13,12,3,,439,"1,  2, 1, 3,"
1,4,4,4,4,4,5,4,4,4,3,3,3,3,4,3,4,4,4,4,4,3,4,2,2,2,2,2,1,2,2,5,4,2,4,2,2,5,5,2,2,2,2,2,2,1,2,2,2,2,2,1,2,47,1,5,2,12,1,,440,"1,  2, 1, 1,"
1,4,4,3,3,3,4,3,3,4,3,4,4,3,3,3,3,3,3,3,4,4,3,2,2,2,1,2,2,1,1,4,4,2,4,4,4,4,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,16,3,10,14,12,3,,441,"1,  2, 1, 3,"
1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,2,2,2,1,1,5,4,2,4,4,4,4,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,35,1,2,14,13,NA,,442,"1,  2, 1, NA,"
1,4,4,4,5,4,3,3,5,3,3,5,3,NA,1,1,2,4,5,4,4,4,4,2,2,2,2,2,2,2,2,2,3,2,4,4,4,5,4,2,2,2,2,2,2,2,2,2,2,2,1,1,2,47,1,4,2,14,3,,443,"1,  2, 1, 3,"
1,5,5,5,5,NA,5,5,5,3,5,1,1,1,1,1,1,1,4,2,4,4,4,1,2,1,1,1,2,2,2,3,2,1,4,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,3,17,14,3,,444,"1,  2, 1, 3,"
1,4,4,4,5,5,4,3,3,4,4,2,2,1,2,2,3,3,5,4,5,5,5,2,2,2,2,2,2,2,2,5,5,5,5,4,5,5,5,2,2,2,2,2,2,2,2,1,2,2,3,1,2,47,1,5,2,14,1,,445,"1,  2, 1, 1,"
1,4,4,4,4,3,4,4,4,5,3,4,2,3,2,1,4,2,5,4,4,5,5,1,2,2,1,2,2,2,2,4,5,4,4,2,4,5,5,2,2,2,2,2,2,1,2,2,2,2,2,1,2,47,1,7,2,14,3,,446,"1,  2, 1, 3,"
1,4,4,4,4,3,3,3,4,4,3,3,3,3,3,3,3,3,4,2,4,4,4,2,2,2,2,2,2,2,2,4,4,3,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,3,1,2,47,1,5,17,14,1,,447,"1,  2, 1, 1,"
1,5,5,4,5,5,5,3,5,5,2,5,5,4,5,5,5,5,2,1,4,4,4,2,2,2,2,2,2,2,2,5,5,5,1,5,5,1,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,2,5,20,14,1,,448,"1,  2, 1, 1,"
1,5,5,5,5,5,5,2,5,1,2,2,2,1,5,5,5,5,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,1,4,3,4,5,4,2,2,2,2,2,2,2,2,1,2,7,3,2,11,NA,1,9,16,14,2,,449,"1,  7, 2, 2,"
1,4,NA,2,1,1,3,1,2,2,1,1,1,1,1,1,1,1,5,4,4,4,4,2,2,2,1,2,2,2,2,4,4,2,4,1,4,5,4,2,2,2,2,2,2,2,2,1,2,2,3,1,2,47,1,4,11,14,3,,450,"1,  2, 1, 3,"
1,2,3,4,4,4,4,3,2,4,2,2,1,1,1,1,4,2,2,4,3,3,3,1,2,2,1,2,2,2,2,5,4,2,4,4,4,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,5,16,14,1,,451,"1,  2, 1, 1,"
1,5,4,4,5,5,5,3,4,5,1,5,5,4,4,4,5,5,5,5,5,5,5,2,2,2,2,2,2,2,1,5,5,1,3,4,5,5,5,2,2,2,2,2,2,2,2,1,2,2,3,1,2,11,2,9,4,14,1,,452,"1,  2, 1, 1,"
1,4,3,2,3,1,5,1,1,4,2,1,1,1,1,1,1,1,4,4,5,4,5,1,1,2,1,1,2,2,2,4,5,4,3,2,4,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,4,14,14,2,,453,"1,  2, 1, 2,"
1,2,2,NA,5,2,2,1,1,3,1,2,1,1,5,4,5,4,5,5,4,5,5,2,2,2,2,2,2,1,2,5,1,1,4,1,5,5,5,2,2,2,2,2,2,2,2,1,2,2,1,1,2,47,1,4,13,14,3,,454,"1,  2, 1, 3,"
1,5,5,2,5,2,4,3,3,5,4,5,4,1,3,3,5,3,5,5,4,4,5,2,2,2,2,2,1,1,1,4,5,1,4,3,4,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,4,7,14,2,,455,"1,  2, 1, 2,"
1,4,5,5,4,2,4,4,4,5,3,4,2,1,2,1,3,2,5,4,3,3,4,2,2,2,1,2,2,2,2,5,5,5,3,2,5,4,4,2,2,2,2,2,2,1,1,2,2,2,2,1,2,47,1,5,16,14,1,,456,"1,  2, 1, 1,"
1,3,3,5,4,4,5,3,4,3,2,4,4,3,3,4,4,4,3,2,4,3,4,2,2,1,1,2,2,2,1,3,3,2,4,5,4,5,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,47,4,7,6,14,3,,457,"1,  2, 1, 3,"
1,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,2,4,3,3,4,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,2,3,14,2,,458,"1,  2, 1, 2,"
1,2,1,3,5,4,4,2,4,4,3,3,2,2,2,2,1,1,5,5,5,5,5,1,1,2,1,2,2,2,2,5,5,4,2,2,4,4,4,2,2,2,2,2,2,2,2,1,2,2,3,1,2,47,1,4,21,14,3,,459,"1,  2, 1, 3,"
1,4,NA,4,3,2,5,3,4,4,1,1,1,2,1,1,1,1,4,4,5,5,5,1,1,2,2,2,2,1,1,4,4,1,4,2,3,4,4,2,2,2,2,2,2,2,2,1,2,2,3,1,2,47,1,4,15,14,NA,,460,"1,  2, 1, NA,"
1,5,5,5,5,5,3,5,5,5,5,3,3,3,3,3,3,3,1,1,4,4,4,2,2,2,2,2,2,2,2,5,5,2,2,4,4,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,3,4,18,14,3,,461,"1,  2, 1, 3,"
1,5,3,4,5,3,5,3,3,4,1,1,1,1,1,1,1,1,4,3,2,2,2,2,2,1,2,2,2,2,2,5,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,2,2,1,1,2,47,1,5,6,14,2,,462,"1,  2, 1, 2,"
1,3,4,3,4,1,3,2,1,3,1,5,5,5,5,5,5,5,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,11,2,5,16,14,1,,463,"1,  2, 1, 1,"
1,4,3,4,5,5,4,3,4,3,1,1,1,1,1,1,1,1,2,2,4,4,4,2,2,2,2,2,1,2,2,4,2,1,2,3,3,5,3,2,2,2,2,2,2,2,2,1,2,2,3,1,2,47,1,2,2,14,2,,464,"1,  2, 1, 2,"
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,1,2,47,1,4,21,14,3,,465,"1,  2, 1, 3,"
1,3,2,2,2,2,3,3,3,4,3,2,2,2,2,2,1,1,4,4,4,4,4,2,2,2,2,1,2,2,2,4,4,3,3,2,4,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,9,7,14,1,,466,"1,  2, 1, 1,"
1,4,4,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,4,21,15,2,,467,"1,  2, 1, 2,"
1,4,4,3,4,4,3,3,4,4,4,4,4,3,3,3,4,4,5,4,4,5,5,2,2,2,2,2,2,2,2,4,4,4,4,4,4,5,5,2,2,2,2,2,2,2,2,1,2,2,3,1,2,47,1,5,8,15,1,,468,"1,  2, 1, 1,"
1,4,4,4,4,4,4,2,4,4,1,1,1,1,1,1,4,4,5,5,4,4,4,1,2,2,1,1,2,2,2,4,4,2,1,4,4,4,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,3,13,15,3,,469,"1,  2, 1, 3,"
1,5,5,1,5,3,5,1,1,2,1,4,3,1,4,4,4,4,4,5,4,4,4,2,2,2,2,2,2,2,2,5,5,2,5,4,5,5,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,2,14,15,1,,470,"1,  2, 1, 1,"
1,3,3,3,3,3,3,4,4,5,4,2,2,5,5,5,2,2,5,5,5,5,5,2,2,1,2,2,2,2,1,5,5,4,4,5,5,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,5,16,15,1,,471,"1,  2, 1, 1,"
1,4,4,4,4,2,4,3,4,4,2,2,2,2,2,2,2,2,3,3,4,4,4,2,2,2,2,2,2,2,1,2,4,2,4,3,4,4,4,2,2,2,2,2,2,2,2,1,2,2,3,1,2,47,1,3,6,15,NA,,472,"1,  2, 1, NA,"
1,2,3,3,5,5,4,3,3,5,4,1,1,4,3,3,3,3,2,4,NA,4,4,2,2,2,2,2,2,2,2,4,5,4,NA,4,NA,5,5,2,2,2,2,2,2,2,2,1,2,2,3,1,2,47,1,5,16,15,1,,473,"1,  2, 1, 1,"
1,2,3,3,4,4,3,3,4,3,2,2,1,1,2,2,2,2,4,3,5,3,5,2,2,2,2,2,2,2,1,4,4,3,4,4,4,4,4,2,2,2,2,2,2,2,2,1,2,2,3,1,2,52,2,5,11,15,2,,474,"1,  2, 1, 2,"
1,5,5,4,5,4,5,5,5,3,1,3,3,3,1,1,4,3,4,2,3,3,4,2,2,2,2,2,2,2,2,1,1,1,3,3,3,5,3,2,2,2,2,2,2,2,2,2,1,2,3,1,2,47,1,4,2,15,NA,,475,"1,  2, 1, NA,"
1,4,4,4,4,4,5,3,3,2,2,3,3,3,3,3,3,3,3,4,4,4,4,2,2,1,2,2,2,2,2,3,4,3,3,4,4,4,4,2,2,2,2,2,2,2,2,1,2,3,3,2,38,47,1,5,17,15,1,,476,"1,  3, 2, 1,"
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,2,47,1,4,21,15,3,,477,"1,  2, 1, 3,"
1,4,4,5,5,5,5,2,4,3,1,5,5,4,3,3,5,4,2,2,4,4,4,2,2,2,2,2,2,2,2,5,3,3,4,4,4,4,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,2,13,15,3,,478,"1,  2, 1, 3,"
1,4,4,4,5,4,4,2,4,4,1,2,4,2,2,2,4,4,4,2,4,4,4,2,2,2,2,2,1,2,1,4,2,1,4,4,4,5,4,2,2,2,2,2,2,2,2,1,2,2,1,1,2,47,1,5,6,15,2,,479,"1,  2, 1, 2,"
1,4,4,4,4,2,4,3,4,4,2,4,2,1,2,1,4,2,4,4,4,3,5,2,2,2,1,2,2,2,1,4,4,2,4,4,4,5,3,2,2,2,2,2,2,2,2,1,2,2,1,1,2,36,1,7,6,15,NA,,480,"1,  2, 1, NA,"
1,4,4,4,4,3,5,2,2,4,3,2,2,2,2,2,3,3,4,4,5,5,5,1,2,2,1,2,2,2,2,4,5,4,3,5,5,4,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,4,17,15,3,,481,"1,  2, 1, 3,"
1,3,4,4,4,4,4,3,3,3,3,4,4,4,3,3,4,4,4,4,5,5,5,1,1,2,2,2,2,2,2,4,3,3,4,3,4,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,5,6,15,2,,482,"1,  2, 1, 2,"
1,2,3,4,2,2,4,3,3,3,2,1,1,1,1,1,1,1,4,4,3,4,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,33,NA,1,4,16,15,3,,483,"1,  2, 1, 3,"
1,4,5,5,5,5,4,4,4,3,1,2,5,2,5,5,3,5,4,3,3,3,4,2,2,2,1,1,2,2,2,5,5,5,1,2,5,3,5,2,2,2,2,2,2,1,2,2,2,2,2,1,2,47,1,5,7,15,1,,484,"1,  2, 1, 1,"
1,4,4,4,5,3,4,3,2,4,3,4,2,1,1,1,4,2,2,1,4,4,4,2,2,1,2,2,2,2,2,5,5,5,3,3,5,4,3,2,2,2,2,2,2,2,2,1,2,2,3,1,2,47,1,5,11,15,2,,485,"1,  2, 1, 2,"
1,4,4,4,3,3,4,3,3,2,2,4,4,4,3,3,4,4,4,4,4,5,5,2,2,2,2,2,2,2,2,5,4,3,5,4,2,5,4,2,2,2,2,2,2,2,2,1,2,2,3,1,2,47,1,3,16,15,3,,486,"1,  2, 1, 3,"
1,4,4,4,4,4,4,3,4,5,4,4,4,2,2,2,4,4,1,1,4,4,4,2,2,2,1,2,2,2,2,4,4,4,4,4,4,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,2,9,14,15,NA,,487,"1,  2, 1, NA,"
1,4,NA,4,5,4,4,NA,4,NA,NA,4,4,2,4,3,4,4,3,3,4,4,4,2,2,2,2,2,1,1,2,3,3,2,4,3,3,5,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,47,1,4,14,15,3,,488,"1,  2, 1, 3,"
1,5,5,5,5,4,5,3,4,5,3,4,4,4,5,4,5,4,4,4,2,2,1,2,2,2,2,2,2,2,2,3,5,4,3,3,5,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,5,2,15,1,,489,"1,  2, 1, 1,"
1,5,4,5,4,5,5,1,4,3,2,1,1,1,4,4,3,4,4,4,1,4,3,2,2,2,2,2,1,2,2,1,3,1,4,4,2,5,5,2,2,2,2,2,2,2,2,1,1,2,2,1,2,47,1,4,21,15,3,,490,"1,  2, 1, 3,"
1,5,5,5,5,5,5,5,5,5,3,5,5,5,3,3,5,5,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,4,3,4,3,2,2,2,2,2,2,2,2,2,2,2,3,1,2,47,1,5,6,15,1,,491,"1,  2, 1, 1,"
1,4,4,4,4,4,4,2,3,4,4,3,2,2,2,2,2,2,3,3,4,4,4,2,2,1,2,2,2,2,2,3,3,3,2,3,3,4,4,2,2,2,2,2,2,2,2,1,2,2,3,1,2,47,2,4,7,15,3,,492,"1,  2, 1, 3,"
1,5,4,3,3,3,2,2,3,3,3,2,1,1,2,1,2,1,3,2,4,5,4,2,2,1,2,2,2,2,2,2,4,2,4,3,4,4,3,2,2,2,2,2,2,2,1,2,2,2,2,1,2,47,1,5,2,15,1,,493,"1,  2, 1, 1,"
1,3,3,NA,3,2,3,3,NA,2,2,4,2,2,2,2,3,2,4,3,4,4,4,2,2,1,1,2,1,1,2,4,3,2,4,2,4,4,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,1,9,15,3,,494,"1,  2, 1, 3,"
1,4,4,2,4,2,3,1,1,4,1,2,2,3,1,1,4,2,5,5,4,4,5,2,2,1,2,2,2,2,2,4,5,5,4,2,4,4,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,5,11,15,2,,495,"1,  2, 1, 2,"
1,4,2,4,5,2,4,4,4,5,5,5,3,4,4,2,5,3,4,2,4,2,2,1,2,2,2,2,2,2,2,5,5,4,5,4,5,5,5,2,2,2,2,2,2,2,2,1,2,2,1,1,2,47,1,5,6,15,3,,496,"1,  2, 1, 3,"
1,4,5,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,5,4,3,3,3,2,2,2,2,2,2,2,1,4,4,3,3,3,3,3,3,2,2,2,2,2,1,2,2,2,2,2,1,1,2,36,3,9,7,15,3,,497,"1,  2, 1, 3,"
1,5,4,4,4,3,4,2,2,4,3,2,2,2,2,2,4,4,1,1,4,4,4,2,2,2,1,1,2,1,2,3,4,2,4,4,4,4,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,4,17,15,2,,498,"1,  2, 1, 2,"
1,5,5,3,3,3,5,3,3,2,2,1,1,2,3,3,3,3,3,3,4,4,4,2,2,2,2,2,1,2,2,4,4,3,3,3,3,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,5,2,16,1,,499,"1,  2, 1, 1,"
1,5,5,5,4,4,5,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,1,2,2,1,2,1,2,2,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,3,2,16,2,,500,"1,  2, 1, 2,"
1,4,2,3,2,2,4,3,4,4,3,4,2,3,3,2,2,2,2,2,5,5,5,2,2,1,2,2,2,2,2,4,3,2,4,5,3,4,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,7,1,5,6,16,1,,501,"1,  2, 1, 1,"
1,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,4,3,4,3,4,4,4,1,1,2,2,2,2,1,1,4,4,3,4,3,4,5,4,2,2,2,2,2,2,2,2,1,2,2,3,1,2,47,1,5,11,16,1,,502,"1,  2, 1, 1,"
1,5,5,2,4,2,4,3,4,4,2,2,2,2,2,2,2,2,5,4,5,5,5,2,2,2,2,1,2,2,2,5,5,4,5,2,4,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,5,17,16,1,,503,"1,  2, 1, 1,"
1,5,5,5,4,4,3,4,3,4,3,4,4,4,4,4,4,3,3,2,4,4,4,2,2,2,1,2,2,2,1,4,3,2,4,4,4,4,4,2,2,2,2,2,2,1,2,2,2,2,3,1,2,47,1,5,16,16,1,,504,"1,  2, 1, 1,"
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,10,14,16,3,,505,"1,  2, 1, 3,"
1,4,2,2,4,1,4,1,2,4,1,1,1,1,1,1,1,1,4,4,4,2,4,1,2,2,1,1,2,1,2,4,3,3,4,2,4,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,47,1,4,11,16,NA,,506,"1,  2, 1, NA,"
1,3,4,4,2,2,3,3,3,4,3,2,1,2,3,2,3,2,5,4,4,4,4,1,1,2,1,1,1,1,1,5,4,2,5,3,4,5,3,2,2,2,2,2,1,2,2,2,2,2,1,1,2,47,1,5,7,16,1,,507,"1,  2, 1, 1,"
1,3,3,3,3,3,3,3,3,2,4,2,2,1,4,4,4,4,3,4,4,3,3,2,2,1,2,2,2,1,2,4,4,4,3,3,4,5,3,2,2,2,2,2,2,2,2,1,2,2,3,1,2,47,1,5,14,16,1,,508,"1,  2, 1, 1,"
1,3,3,3,3,3,3,3,3,3,3,4,5,3,2,2,4,2,5,4,4,4,4,2,2,2,2,2,2,2,2,1,1,1,1,3,1,3,3,2,2,2,2,2,2,2,2,1,2,2,3,1,2,47,2,10,16,16,1,,509,"1,  2, 1, 1,"
