Survey,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_9,Q14_10,Q15_1,Q15_3,Q17_1,Q17_2,Q18_1,Q19.1_1,Q19.1_2,Q19.2_1,Q19.2_2,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q13b_1,Q13b_2,Q13b_3,Q13b_4,Q13b_5,Q13b_6,Q13b_7,Q13b_8,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Continent,Q10,NAvsNonNA,Q5,Q5b,Q1,Q4,Q3_1,Q3_2,AgeCategory,,counter,
1,4,2,2,3,3,5,4,2,5,5,4,4,5,5,4,4,4,4,3,3,5,2,2,2,2,2,2,2,1,2,5,5,4,4,4,5,5,5,2,2,2,2,2,1,2,2,2,2,6,2,2,9,NA,2,9,9,NA,3,,1205,"1,  6, 2, 3,"
1,4,4,4,3,2,4,2,3,3,2,4,4,3,4,2,5,3,5,5,4,4,3,2,2,2,1,2,2,2,2,5,4,4,5,4,5,5,5,2,2,2,2,2,2,2,1,2,2,4,1,2,70,NA,1,9,7,NA,2,,1206,"1,  4, 2, 2,"
1,4,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,2,6,1,2,26,NA,1,3,7,NA,2,,1207,"1,  6, 2, 2,"
1,2,3,3,3,3,3,2,3,3,2,1,1,1,2,1,1,1,4,4,4,4,3,2,2,2,1,2,2,1,2,4,4,2,3,3,3,4,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,24,5,9,14,NA,1,,1208,"1,  2, 1, 1,"
1,4,4,3,3,2,4,3,4,5,4,3,3,3,4,4,4,4,5,4,4,5,4,2,2,2,1,2,2,2,2,5,5,5,5,3,5,5,5,2,2,2,2,2,2,2,2,1,2,4,2,2,64,NA,1,9,2,NA,3,,1209,"1,  4, 2, 3,"
1,4,3,2,4,2,4,2,3,4,2,1,1,1,1,1,3,2,4,4,4,4,4,2,1,2,1,1,2,2,2,5,4,3,4,2,3,5,5,2,2,2,2,2,2,2,2,1,2,2,1,1,2,36,1,8,17,NA,1,,1210,"1,  2, 1, 1,"
1,5,3,5,2,1,5,2,4,1,2,1,1,1,1,1,1,1,4,1,5,5,3,2,2,2,2,2,1,2,2,4,2,1,4,5,5,2,3,2,2,2,2,2,2,2,2,1,2,2,1,1,33,NA,1,2,16,NA,3,,1211,"1,  2, 1, 3,"
1,5,5,4,4,4,4,3,4,3,4,5,5,3,3,3,4,4,4,5,3,3,3,2,2,2,2,2,2,2,1,5,5,4,3,1,5,4,5,2,2,2,2,2,2,2,1,2,2,2,2,1,2,23,2,8,14,NA,2,,1212,"1,  2, 1, 2,"
1,5,5,5,4,4,4,2,2,5,4,4,4,2,4,4,4,4,4,2,4,2,4,2,2,2,2,2,2,2,2,4,4,3,3,4,4,5,5,2,2,2,2,2,2,2,2,1,2,2,1,1,33,NA,2,9,5,NA,1,,1213,"1,  2, 1, 1,"
1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,1,2,3,1,2,88,NA,1,7,2,NA,NA,,1214,"1,  3, 2, NA,"
1,4,4,3,3,3,4,3,3,4,3,4,4,4,4,4,4,4,3,3,5,4,3,2,2,2,2,2,1,2,1,4,2,2,3,4,4,4,3,2,2,2,2,2,2,2,2,1,2,2,1,1,2,48,3,9,7,NA,1,,1215,"1,  2, 1, 1,"
1,2,4,4,5,3,3,2,2,3,3,3,4,1,2,3,2,2,5,4,5,5,5,2,1,2,2,2,2,2,2,5,5,3,4,2,5,3,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,30,1,4,6,NA,3,,1216,"1,  2, 1, 3,"
1,4,5,3,3,3,5,4,5,2,2,4,4,2,2,2,3,3,4,4,5,5,5,2,2,2,2,2,2,2,1,5,5,2,4,4,5,5,4,2,2,2,2,2,2,2,2,2,2,3,3,2,170,NA,1,8,1,NA,1,,1217,"1,  3, 2, 1,"
1,2,4,4,2,2,1,3,3,1,1,4,3,2,2,2,3,3,3,2,4,5,5,2,2,2,1,1,2,2,1,3,2,2,3,3,3,5,1,2,2,2,2,2,2,2,2,1,2,4,1,2,168,NA,1,8,2,NA,1,,1218,"1,  4, 2, 1,"
1,4,4,4,5,5,3,1,2,4,3,1,1,1,2,2,2,2,3,4,5,5,5,1,2,1,2,2,2,2,1,4,4,2,5,2,4,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,20,1,2,16,NA,1,,1219,"1,  2, 1, 1,"
1,4,5,5,3,2,5,1,2,5,3,1,1,1,1,1,3,3,2,1,5,3,5,1,1,2,1,1,2,2,2,4,5,3,5,3,5,5,3,2,2,2,2,2,2,2,2,1,2,6,2,2,9,NA,1,9,17,NA,3,,1220,"1,  6, 2, 3,"
1,4,4,4,4,4,4,3,3,4,2,2,2,2,2,2,2,2,2,2,4,4,4,2,1,1,1,1,2,2,2,4,4,2,2,2,4,4,3,2,2,2,2,2,2,2,2,1,2,4,2,2,84,NA,1,2,15,NA,1,,1221,"1,  4, 2, 1,"
1,4,4,4,4,2,5,3,4,4,2,4,4,3,2,2,3,3,2,2,4,4,4,2,2,2,2,1,1,2,1,5,4,2,5,1,5,4,4,2,2,2,2,2,2,2,2,1,2,2,1,1,2,39,1,2,13,NA,NA,,1222,"1,  2, 1, NA,"
1,4,4,4,5,4,4,4,4,4,3,5,5,4,4,4,5,5,4,3,4,3,4,2,1,2,1,2,2,2,2,4,5,3,5,3,5,5,3,2,2,2,2,2,2,2,1,2,2,2,1,1,2,4,1,4,9,NA,3,,1223,"1,  2, 1, 3,"
1,4,4,5,5,4,5,4,4,4,1,2,2,4,3,3,4,2,5,5,5,5,5,2,2,2,2,2,2,2,1,5,5,1,5,5,5,5,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,36,1,9,16,NA,1,,1224,"1,  2, 1, 1,"
1,2,4,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,4,3,4,5,5,1,1,2,2,1,2,2,2,5,5,1,4,3,4,5,2,2,2,2,2,2,2,2,2,1,2,2,2,1,33,NA,1,3,7,NA,2,,1225,"1,  2, 1, 2,"
1,4,4,3,3,3,5,3,5,5,3,5,NA,4,1,1,1,3,3,2,4,4,3,2,2,2,2,2,2,1,2,4,3,3,4,4,3,5,3,2,2,2,2,2,2,2,2,1,2,2,1,1,2,35,1,3,6,NA,3,,1226,"1,  2, 1, 3,"
1,4,3,2,2,2,4,2,2,4,3,2,2,2,2,2,2,2,5,5,5,5,5,2,2,2,1,2,2,2,1,5,5,3,4,4,5,5,5,2,2,2,2,2,1,1,2,2,1,4,3,2,181,NA,2,9,8,NA,1,,1227,"1,  4, 2, 1,"
1,5,4,4,4,4,4,2,4,4,3,1,1,2,4,4,2,2,2,2,5,4,5,2,2,1,1,2,2,2,2,4,3,2,4,3,4,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,42,4,9,5,NA,1,,1228,"1,  2, 1, 1,"
1,4,4,4,4,4,4,NA,4,4,3,2,2,3,3,3,2,2,3,3,4,3,3,2,2,2,2,2,2,2,2,4,4,4,3,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,35,1,4,9,NA,3,,1229,"1,  2, 1, 3,"
1,2,1,1,3,2,2,2,3,5,3,1,NA,1,4,2,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,4,5,4,3,2,5,3,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,16,1,9,14,NA,2,,1230,"1,  2, 1, 2,"
1,4,4,4,2,1,1,1,1,4,1,4,2,2,2,1,4,2,5,5,2,2,5,1,2,2,1,2,2,2,1,5,5,2,5,3,5,5,4,2,2,2,2,2,2,2,2,2,2,4,2,2,12,NA,1,9,17,NA,2,,1231,"1,  4, 2, 2,"
1,5,5,4,5,3,5,3,3,3,1,2,2,3,1,1,3,3,3,3,4,3,4,2,1,2,2,2,2,1,1,4,3,3,4,3,3,5,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,42,1,3,17,NA,3,,1232,"1,  2, 1, 3,"
1,4,2,1,5,1,3,3,3,4,2,1,1,1,4,1,3,2,4,4,4,4,5,1,1,2,1,2,2,2,2,4,4,2,5,1,4,5,5,2,2,2,2,2,2,2,1,2,1,2,2,1,2,6,2,9,9,NA,NA,,1233,"1,  2, 1, NA,"
1,4,4,4,4,4,3,3,3,3,2,2,2,3,4,4,4,4,3,3,5,5,4,2,2,1,2,2,2,2,2,4,4,4,3,4,4,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,52,1,3,16,NA,2,,1234,"1,  2, 1, 2,"
1,4,4,4,NA,5,5,4,5,5,4,4,4,3,3,3,4,4,5,5,5,5,5,2,2,2,1,1,2,2,2,5,5,4,5,5,4,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,112,NA,1,4,5,NA,3,,1235,"1,  2, 1, 3,"
1,2,2,2,4,1,4,2,2,4,2,3,1,2,1,1,1,1,5,5,5,5,3,1,2,2,2,2,2,2,2,5,5,3,5,2,4,5,5,2,2,2,2,2,2,2,1,2,1,2,1,1,2,48,1,3,17,NA,3,,1236,"1,  2, 1, 3,"
1,4,4,4,4,2,4,2,4,4,2,1,1,2,2,2,3,2,4,4,4,4,4,2,2,2,1,2,2,2,2,5,4,4,4,3,4,5,5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,45,1,3,2,NA,2,,1237,"1,  2, 1, 2,"
1,5,5,5,5,5,5,5,5,3,1,5,5,5,5,5,5,5,3,3,5,5,5,2,2,2,2,2,1,2,1,5,3,3,5,5,3,5,3,2,2,2,2,2,2,2,1,2,2,4,2,2,181,NA,3,10,9,NA,3,,1238,"1,  4, 2, 3,"
1,4,4,4,5,5,4,3,3,2,1,3,3,2,2,2,2,2,4,4,4,4,4,2,2,1,1,2,1,2,2,5,4,1,4,2,4,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,6,1,4,16,NA,3,,1239,"1,  2, 1, 3,"
1,5,5,5,5,5,5,3,3,5,4,1,1,1,5,5,1,1,1,1,1,4,5,2,2,2,2,2,2,2,2,5,5,5,2,5,5,5,5,2,2,2,2,2,1,2,2,2,2,2,2,1,112,NA,1,4,14,NA,2,,1240,"1,  2, 1, 2,"
1,4,4,4,4,4,4,3,3,3,1,1,1,1,1,1,2,2,2,2,2,2,4,2,2,2,1,2,1,2,1,3,3,1,1,3,1,3,3,2,2,2,2,2,2,2,2,1,2,NA,2,NA,NA,NA,3,NA,3,NA,NA,,1241,"1,  NA, NA, NA,"
1,4,4,4,5,4,4,2,4,3,1,4,5,4,4,4,4,4,4,4,4,4,4,1,2,2,1,2,2,1,2,4,5,4,2,2,4,4,5,2,2,2,2,2,2,2,2,1,2,7,1,2,11,NA,1,3,16,NA,2,,1242,"1,  7, 2, 2,"
1,2,2,1,2,1,4,1,1,2,1,3,2,1,3,3,3,2,4,3,4,4,5,2,2,2,2,1,2,2,2,3,4,4,5,2,4,3,4,2,2,2,2,2,2,2,2,1,2,7,2,2,11,NA,1,3,5,NA,3,,1243,"1,  7, 2, 3,"
1,3,3,3,5,2,5,3,3,4,3,1,1,1,1,1,1,1,4,4,4,4,5,2,2,2,2,2,2,2,1,4,3,2,5,4,4,5,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,56,1,4,17,NA,3,,1244,"1,  2, 1, 3,"
1,4,4,2,2,2,4,3,4,5,2,2,2,1,1,1,1,1,5,4,3,4,4,1,2,2,1,2,2,2,1,5,5,2,5,2,5,5,5,2,2,2,2,2,2,2,2,1,2,4,2,2,47,NA,2,10,2,NA,1,,1245,"1,  4, 2, 1,"
1,4,3,3,NA,3,4,3,3,4,1,3,3,3,3,3,3,3,4,3,5,5,5,2,2,2,2,2,2,2,2,4,4,3,4,3,4,4,4,2,2,2,2,2,2,2,2,1,2,4,1,2,68,NA,1,4,17,NA,3,,1246,"1,  4, 2, 3,"
1,4,4,4,5,5,4,3,5,3,4,1,2,1,1,1,2,2,5,4,3,3,3,1,2,2,1,2,2,2,2,4,4,4,4,4,4,5,5,2,2,2,2,2,2,2,2,2,2,5,1,2,55,NA,1,4,7,NA,2,,1247,"1,  5, 2, 2,"
1,4,4,5,3,3,4,3,3,4,4,1,1,2,1,1,4,4,1,1,3,3,3,2,2,2,2,2,2,2,2,3,4,1,5,3,3,5,4,2,2,2,2,2,2,2,2,1,2,4,2,2,161,NA,1,9,2,NA,2,,1248,"1,  4, 2, 2,"
1,5,NA,4,5,5,4,4,4,4,4,4,5,4,4,4,5,5,2,2,4,2,4,2,1,2,2,2,2,2,2,4,4,1,4,4,3,5,3,2,2,2,2,2,2,2,1,2,2,4,NA,2,181,NA,4,10,5,NA,3,,1249,"1,  4, 2, 3,"
1,4,NA,4,5,5,4,4,4,4,4,5,4,3,5,4,5,4,4,3,5,2,5,2,2,2,2,2,2,2,1,4,5,2,4,1,4,5,4,2,2,2,2,2,2,2,2,1,2,4,3,2,68,NA,1,8,14,NA,1,,1250,"1,  4, 2, 1,"
1,4,4,2,5,2,4,2,3,4,1,2,1,2,1,1,1,1,4,1,4,5,4,2,1,2,1,2,1,1,2,4,4,2,4,3,4,5,4,2,2,2,2,2,2,2,2,1,2,4,2,2,59,NA,1,4,5,NA,1,,1251,"1,  4, 2, 1,"
1,4,4,4,4,2,4,3,4,4,4,2,1,2,3,3,3,2,3,2,4,4,5,2,2,2,2,2,2,2,2,3,2,2,3,4,3,3,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,22,1,9,16,NA,2,,1252,"1,  2, 1, 2,"
1,2,3,3,4,3,2,2,4,4,3,4,4,3,3,3,3,3,3,4,4,3,3,2,1,2,2,1,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,2,3,2,2,176,NA,1,2,8,NA,1,,1253,"1,  3, 2, 1,"
1,4,5,NA,5,4,4,3,4,3,1,4,1,1,3,1,4,1,3,1,5,5,5,2,2,2,2,2,2,2,2,4,1,1,5,3,4,5,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,18,1,4,16,NA,2,,1254,"1,  2, 1, 2,"
1,2,3,4,3,2,2,2,4,4,4,1,1,1,1,1,1,1,5,4,4,5,4,1,2,1,2,1,1,2,1,5,4,2,5,5,4,5,3,2,2,2,2,2,2,2,2,1,2,2,3,1,2,1,1,2,6,NA,1,,1255,"1,  2, 1, 1,"
1,4,4,4,4,2,4,3,4,4,2,1,1,1,2,1,1,1,2,1,4,4,5,2,2,1,1,2,1,2,2,4,4,2,4,5,5,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,33,NA,1,4,16,NA,3,,1256,"1,  2, 1, 3,"
1,5,5,5,5,2,5,3,3,3,1,4,1,3,3,1,3,1,4,3,3,3,4,1,1,2,1,1,2,2,1,5,5,2,5,5,4,5,5,2,2,2,2,2,2,2,2,1,2,2,1,1,33,NA,1,4,6,NA,2,,1257,"1,  2, 1, 2,"
1,4,4,3,4,2,4,3,3,4,2,2,2,2,3,2,2,2,3,4,5,4,4,1,2,2,1,1,2,1,1,4,4,4,3,2,4,4,5,2,2,2,2,2,2,2,2,1,2,4,2,2,181,NA,3,10,16,NA,1,,1258,"1,  4, 2, 1,"
1,4,5,4,5,5,2,2,2,5,4,5,5,1,4,2,4,5,4,4,3,4,5,2,2,2,2,2,2,2,2,5,5,4,2,3,5,5,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,15,2,2,9,NA,3,,1259,"1,  2, 1, 3,"
1,5,5,5,5,4,4,3,3,4,4,4,3,4,4,3,4,3,4,3,4,4,4,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,4,1,2,161,NA,1,3,16,NA,2,,1260,"1,  4, 2, 2,"
1,5,5,5,5,4,5,2,2,4,4,1,1,1,1,1,1,1,4,2,4,4,5,2,2,2,1,1,2,1,2,5,5,2,5,3,4,5,5,2,2,2,2,2,1,2,1,2,2,6,2,2,39,NA,1,3,5,NA,1,,1261,"1,  6, 2, 1,"
1,5,3,2,3,1,5,1,1,2,1,1,1,1,1,1,1,1,4,4,4,5,4,1,1,2,1,1,2,2,2,4,4,4,3,2,4,5,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,24,1,4,9,NA,3,,1262,"1,  2, 1, 3,"
1,2,2,2,2,2,2,4,4,5,5,4,4,4,4,4,4,4,3,3,5,5,5,2,2,2,2,2,2,2,2,4,4,3,5,2,4,5,3,2,2,2,2,2,2,2,1,2,2,4,2,2,62,NA,4,9,8,NA,2,,1263,"1,  4, 2, 2,"
1,4,4,2,4,2,4,3,4,3,3,5,5,2,4,5,4,4,5,4,4,5,4,2,2,2,2,2,1,2,1,5,4,1,4,4,3,5,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,35,3,10,7,NA,1,,1264,"1,  2, 1, 1,"
1,3,3,3,4,3,3,3,3,2,2,1,1,2,3,2,4,3,3,3,5,5,4,2,1,1,2,1,2,2,2,3,4,3,3,2,4,5,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,21,1,2,11,NA,2,,1265,"1,  2, 1, 2,"
1,4,2,4,4,2,4,4,4,4,3,5,2,1,1,1,4,1,5,4,4,5,5,2,2,2,1,2,2,1,2,5,5,1,5,1,4,5,5,2,2,2,2,2,2,2,2,1,2,2,1,1,2,23,1,10,8,NA,3,,1266,"1,  2, 1, 3,"
1,4,4,4,3,3,4,2,2,3,3,3,4,2,1,1,3,3,5,5,4,4,3,1,1,2,1,2,2,2,1,5,5,3,5,4,4,4,5,2,2,2,2,2,2,1,2,2,2,4,1,2,181,NA,1,7,7,NA,2,,1267,"1,  4, 2, 2,"
1,5,4,5,5,5,4,4,4,4,2,2,2,2,3,3,2,3,5,3,3,3,3,2,1,1,2,2,2,2,2,2,2,2,4,4,4,5,5,2,2,2,2,2,2,2,2,2,2,3,1,2,38,NA,1,6,8,NA,1,,1268,"1,  3, 2, 1,"
1,4,4,4,3,3,4,3,4,4,2,1,1,4,2,2,2,3,4,3,2,4,5,2,2,1,2,1,2,2,1,5,4,3,4,2,5,3,4,2,2,2,2,2,2,2,2,1,2,4,2,2,142,NA,NA,5,6,NA,2,,1269,"1,  4, 2, 2,"
1,5,4,4,2,5,4,5,5,4,5,5,5,2,4,2,4,4,2,4,4,2,4,2,2,2,2,2,2,1,2,4,2,2,4,4,2,5,4,2,2,2,2,2,1,2,2,2,2,3,1,2,38,NA,1,4,17,NA,1,,1270,"1,  3, 2, 1,"
1,4,4,4,5,3,4,2,2,4,2,3,4,2,2,3,3,4,4,3,4,4,3,2,2,2,1,2,2,1,1,4,4,3,5,3,4,5,5,2,2,2,2,2,2,2,2,1,2,4,2,2,50,NA,2,9,9,NA,2,,1271,"1,  4, 2, 2,"
1,2,1,1,4,1,2,1,2,4,1,3,3,NA,1,1,1,1,5,4,4,4,4,1,2,2,1,2,2,2,2,5,5,5,5,4,4,5,5,2,2,2,2,2,2,2,2,2,2,3,3,2,80,NA,1,3,8,NA,NA,,1272,"1,  3, 2, NA,"
1,4,4,5,4,4,5,4,4,4,2,4,4,4,4,4,4,4,5,5,4,5,4,2,2,2,1,2,2,2,2,5,4,4,4,4,4,4,4,2,2,2,2,1,2,1,2,2,2,3,1,2,38,NA,2,4,17,NA,3,,1273,"1,  3, 2, 3,"
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1274,"1,  NA, NA, NA,"
1,4,5,5,4,2,4,3,2,2,1,1,1,1,1,1,1,1,2,4,5,5,5,2,2,1,1,2,2,2,1,2,4,2,4,3,5,5,4,2,2,2,2,2,2,2,2,1,2,4,2,2,62,NA,1,5,7,NA,1,,1275,"1,  4, 2, 1,"
1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,1,2,2,1,2,2,2,2,4,4,2,4,3,4,4,3,2,2,2,2,2,2,2,1,2,2,2,NA,1,2,39,1,9,8,NA,3,,1276,"1,  2, 1, 3,"
1,4,4,4,5,5,3,2,5,2,2,1,1,1,4,1,4,4,5,2,5,5,5,2,2,2,2,2,2,2,2,5,2,1,5,3,4,5,2,2,2,2,2,2,2,2,2,2,2,6,1,2,26,NA,1,3,17,NA,3,,1277,"1,  6, 2, 3,"
1,4,4,3,3,3,4,2,2,4,2,1,1,2,4,2,4,2,5,5,4,4,5,2,1,2,1,2,2,2,2,5,5,5,2,3,5,4,4,2,2,2,2,2,2,2,2,1,2,2,2,1,33,NA,1,8,2,NA,2,,1278,"1,  2, 1, 2,"
1,4,4,4,4,3,3,3,3,3,4,3,3,3,2,2,4,3,5,4,4,4,4,2,2,2,2,2,2,2,2,5,5,5,4,4,5,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,12,1,7,12,NA,3,,1279,"1,  2, 1, 3,"
1,5,5,4,4,3,5,2,2,5,5,2,2,2,1,1,2,2,3,2,4,4,4,2,2,2,2,2,2,2,2,5,5,5,2,4,5,5,5,2,2,2,2,2,2,2,2,1,2,2,3,1,2,36,1,3,1,NA,1,,1280,"1,  2, 1, 1,"
1,3,3,3,2,2,2,2,2,4,1,2,3,2,1,1,1,3,4,2,3,2,4,1,2,2,1,2,2,2,1,4,3,3,4,3,4,5,5,2,2,2,2,2,2,2,2,1,2,4,2,2,127,NA,1,4,13,NA,3,,1281,"1,  4, 2, 3,"
1,2,2,2,1,1,2,3,3,2,1,2,2,2,2,2,2,2,4,4,4,4,4,1,1,2,1,1,2,2,2,5,4,3,3,2,4,4,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,6,1,5,15,NA,1,,1282,"1,  2, 1, 1,"
1,5,5,3,2,2,5,4,3,4,2,2,2,1,1,1,1,1,5,4,3,2,5,1,2,2,1,1,2,1,2,5,4,3,NA,2,4,5,4,2,2,2,2,1,2,2,2,2,2,2,2,1,2,15,1,9,5,NA,3,,1283,"1,  2, 1, 3,"
1,4,3,2,4,2,4,4,4,5,4,2,2,2,2,2,2,2,3,3,2,1,4,2,2,2,2,2,2,2,2,2,4,3,4,3,5,5,4,2,2,2,2,2,1,2,2,2,2,4,3,2,179,NA,1,4,7,NA,3,,1284,"1,  4, 2, 3,"
1,3,3,4,4,4,4,NA,4,5,4,3,3,2,2,2,2,2,5,5,5,4,5,2,2,2,2,2,2,2,1,5,3,3,4,3,4,5,4,2,2,2,2,2,2,2,2,2,1,4,2,2,47,NA,1,3,17,NA,3,,1285,"1,  4, 2, 3,"
1,4,3,NA,5,5,5,1,3,5,4,5,5,2,2,2,4,5,5,1,1,4,4,2,2,2,2,2,1,2,2,5,5,4,3,4,5,5,5,2,2,2,2,2,2,2,2,1,2,4,2,2,68,NA,1,9,16,NA,2,,1286,"1,  4, 2, 2,"
1,2,4,4,5,4,4,2,3,4,4,5,2,1,2,1,3,2,5,4,4,NA,4,2,2,2,2,2,2,1,1,5,5,3,3,4,4,5,3,2,2,2,2,2,2,2,2,1,2,4,1,2,68,NA,1,2,7,NA,1,,1287,"1,  4, 2, 1,"
1,4,3,1,1,1,4,2,1,5,3,1,1,1,1,1,1,1,5,5,4,4,4,1,1,1,1,1,2,1,1,4,5,4,5,4,5,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,33,NA,1,3,5,NA,2,,1288,"1,  2, 1, 2,"
1,5,4,4,5,3,5,3,4,5,4,1,2,2,3,3,3,3,3,3,5,5,2,2,2,2,1,2,1,2,2,4,5,1,4,4,4,5,3,2,2,2,2,2,2,2,2,1,2,4,2,2,168,NA,2,9,8,NA,2,,1289,"1,  4, 2, 2,"
1,4,5,3,2,2,3,2,2,4,2,3,2,2,2,2,3,3,4,3,4,4,4,2,2,2,1,1,2,2,2,4,4,4,3,4,4,4,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,36,1,2,17,NA,2,,1290,"1,  2, 1, 2,"
1,5,5,4,4,2,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,3,2,2,2,2,1,2,1,2,2,4,4,2,5,5,4,5,5,2,2,2,1,2,2,2,1,2,2,2,1,1,112,NA,1,4,8,NA,3,,1291,"1,  2, 1, 3,"
1,3,2,3,2,2,2,2,5,5,3,1,1,1,2,2,1,1,5,5,4,4,4,1,2,2,1,2,2,1,2,5,5,4,5,3,4,5,5,2,2,2,2,2,2,2,2,1,2,4,2,2,28,NA,1,9,14,NA,3,,1292,"1,  4, 2, 3,"
1,4,4,4,5,4,5,4,4,5,5,4,4,4,3,2,4,4,5,5,2,2,2,2,2,2,2,2,2,2,1,5,5,5,5,4,5,5,4,2,2,2,2,2,1,2,2,2,2,4,1,2,86,NA,1,3,2,NA,3,,1293,"1,  4, 2, 3,"
1,2,3,2,3,3,2,2,2,2,2,2,2,1,1,1,1,1,4,4,4,4,4,2,2,1,1,2,2,2,1,5,3,3,3,2,4,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,88,NA,1,9,8,NA,1,,1294,"1,  3, 2, 1,"
1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,1,2,2,2,2,2,2,2,5,5,3,4,4,3,5,3,2,2,2,2,2,1,2,2,2,2,4,1,2,141,NA,5,9,7,NA,2,,1295,"1,  4, 2, 2,"
1,4,4,3,5,5,5,4,4,2,2,4,5,4,4,4,5,4,4,5,4,4,4,2,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1,NA,7,NA,NA,,1296,"1,  NA, NA, NA,"
1,2,2,2,2,2,2,2,2,4,2,1,1,1,1,1,1,1,5,5,5,5,5,1,1,2,1,1,2,2,2,5,5,5,3,3,5,5,4,2,2,2,2,2,2,2,1,2,2,2,2,1,2,35,1,8,17,NA,NA,,1297,"1,  2, 1, NA,"
1,5,4,4,4,3,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,2,2,2,1,2,2,2,2,4,4,2,4,4,4,5,5,2,2,2,2,2,2,2,2,1,2,5,NA,2,36,NA,2,10,2,NA,3,,1298,"1,  5, 2, 3,"
1,4,4,NA,4,2,3,3,3,4,2,3,3,1,1,1,1,2,5,3,5,5,5,2,2,2,1,2,1,2,2,5,4,1,5,3,5,5,5,2,2,2,2,2,2,2,2,1,2,2,3,1,112,NA,1,2,16,NA,2,,1299,"1,  2, 1, 2,"
1,5,4,5,3,3,3,3,3,4,2,4,1,4,1,1,2,1,3,2,5,4,4,2,2,2,1,2,1,2,1,5,4,1,4,2,3,5,3,2,2,2,2,2,2,2,1,2,1,4,2,2,167,NA,1,3,17,NA,2,,1300,"1,  4, 2, 2,"
1,2,2,1,4,2,4,1,3,4,1,2,1,1,4,2,1,1,5,5,4,4,4,2,1,2,2,1,2,2,2,5,5,2,2,1,5,4,3,2,2,2,2,2,2,2,2,1,2,4,2,2,64,NA,1,4,14,NA,1,,1301,"1,  4, 2, 1,"
1,4,4,5,5,5,5,3,3,4,4,4,2,2,2,1,4,2,5,5,4,4,4,2,2,2,1,2,2,1,2,5,5,4,4,4,4,4,4,2,2,2,2,1,2,2,2,2,2,2,2,1,2,35,1,3,8,NA,3,,1302,"1,  2, 1, 3,"
