"","16_12_09","06_16_13_1","06_16_13_2","06_16_13_3","06_16_13_4","06_16_13_5","06_16_13_6","06_16_13_7","07_17_14_1","07_17_14_2","07_17_14_3","08_20_16_1","08_20_16_2","08_22_18","09_31_20_1","09_31_20_2","09_31_20_3","09_31_20_4","09_31_20_5","10_32_19_1","10_32_19_2","10_32_19_3","10_32_19_4","10_32_19_5","10_32_19_6","10_32_19_7","10_32_19_8","11_19_15_1","11_19_15_2","11_19_15_3","11_19_15_4","11_19_15_5","11_19_15_6","11_19_15_7","11_19_15_8","11_19_15_9","11_19_15_10","11_19_15_11","work_sector","domain","funding_agency","region","survey_label","dim_1","dim_2","contrib"
"12","2","1","2","2","2","1","2","2","2","5","5","2","4","5","1","1","3","3","2","2","2","4","2","4","2","2","3","1","1","1","1","1","1","1","1","1","1","1","Government","Natural science","Other","USACanada","S1",2.41317375414238,-1.77660959420352,0.0323058908889949
"13","1","2","2","2","2","2","2","2","2","2","3","2","3","5","1","2","2","1","1","1","1","1","3","4","1","1","2","1","1","1","1","1","1","1","1","2","1","1","Academic","Natural science","Federal/national government","USACanada","S1",0.162814269057269,0.765343337084529,0.00220268618385314
"14","2","2","2","1","2","2","2","2","1","1","4","4","4","4","5","5","1","1","1","4","5","5","2","1","3","1","2","1","1","1","2","1","1","1","1","2","1","1","Government","Natural science","Federal/national government","USACanada","S1",2.46657945218645,4.1617393829891,0.0841994496234163
"15","1","2","2","2","1","2","2","2","2","3","4","4",NA,"4","2","3","2","2","4","2","2","4","2","4","2","2","2","1","1","1","1","1","1","1","1","1","1","1","Government","Natural science","Federal/national government","USACanada","S1",3.09201085697141,-2.14740999692472,0.0509853750856629
"16","1","1","2","2","1","2","2","1","1","5","2","3","4","2","2","2","2","3","3","2","1","2","4","3","2","1","2","1","1","1","1","2","1","1","1","2","1","2","Government","Natural science","Federal/national government","USACanada","S1",0.0383110901426288,-1.17497170730482,0.00497203075928487
"17","2","2","2","2","1","2","2","1","4","4","5","5","5","3","3","4","1","3","2","2","4","5","2","4","3","1","1","1","1","1","1","2","1","1","1","2","1","2","Government","Information science","Federal/national government","USACanada","S1",1.80937427429165,-1.12009888527034,0.0162917501359457
"18","1","1","1","2","1","2","1","2","2","4","3","4","2","5","1","1","1","1","1","1","1","2","1","5","1","1","1","1","1","1","1","1","1","1","1","2","1","1","Government","Natural science","Federal/national government","USACanada","S1",-0.429167604946654,0.438398818022501,0.00135407324102687
"19","2","2","2","1","2","2","2","2","1","2","3","5","4","3","1","3","2","2","1","2","1","3","4","3","2","2","1","1","1","1","1","2","2","2","2","2","1","2","Academic","Information science","Federal/national government","USACanada","S1",-0.920668728662698,-1.08843671439035,0.00731157192481593
"20","3","2","2","2","1","2","2","2","2","4","2","1","1","2","2","1","1","1","2","1","1","5","1","5","2","2","1","2","1","1","1","2","2","1","2","2","2","2","Academic","Natural science","Federal/national government","USACanada","S1",-2.34496181341593,0.67591005785521,0.0214264563297373
"21","2","2","2","2","1","2","2","1",NA,"3","2",NA,"1","1","1","1","3","3","5","1","1","2","3","1","1","2","1","2","1","1","2","2","2","2","2","2","2","2","Academic","Natural science","Private foundation","USACanada","S1",-4.48630379214998,3.19783252656899,0.109199315674203
"22","2","2","2","1","1","2","2","2","2","4","4","2","1","1","2","2","1","1","1","1","1","4","1","3","2","1","1","1","1","1","1","2","2","2","2","2","2","1","Academic","Natural science","Federal/national government","USACanada","S1",-1.6252167517494,0.125200486971044,0.0095589420483327
"23","2","2","2","2","2","2","2","2","2","3","2","1","1","3","1","2","2","3","3","1","1","1","2","2","1","1","1","2","1","1","1","2","1","1","1","2","1","2","Academic","Natural science","Private foundation","USACanada","S1",-1.27865595519459,1.50641916741307,0.0140461149569636
"24","3","2","2","2","1","2","1","1","2","4","2","4","1","1","2","1","1","1","1","1","1","2","1","2","1","3","1","1","1","1","1","2","1","1","2","2","1","1","Academic","Natural science","Private foundation","USACanada","S1",-0.896657431728795,1.25200202078711,0.00853181252685102
"25","1","2","2","2","2","2","2","2","4","4","3","1","1","1","2","2","2","2","1","1","2","3","1","2","1","1","1","2","1","1","2","2","2","1","1","2","2","2","Academic","Natural science","Federal/national government","USACanada","S1",-2.50141649429883,0.518495321766221,0.0234779073425299
"26","1","2","2","2","1","2","2","2","4","3","5","3","2","5","1","1","1","1","1","1","1","4","2","3","1","1","1","2","2","1","1","2","2","1","2","2","2","2","Academic","Natural science","Federal/national government","USACanada","S1",-3.17710179174424,0.197314928406268,0.0364545427523513
"27","1","2","2","2","2","2","2","1","4","4","2","2","1","1","2","1","1","1","1","1","1","4","2","4","1","1","1","2","1","1","1","2","1","1","1","2","1","1","Academic","Natural science","Federal/national government","USACanada","S1",-1.02574075383607,1.267232614823,0.00956260423576056
"28","3","2","2","2","2","2","2","1","3","4","4","1","1","4","2","2","2","2","2","1","2","3","2","2","2","2","2","2","1","1","1","2","1","2","1","2","1","2","Academic","Natural science","Federal/national government","USACanada","S1",0.314178650233468,-1.91469598973751,0.0135442774857191
"29","1","2","2","2","1","2","2","2","2","5","5","4","2","5","2","3","2","1","1","1","2","4","3","3","1","1","1","2","1","2","2","2","2","1","2","2","2","2","Government","Natural science","Federal/national government","USACanada","S1",-3.37943845054627,-1.24135263309055,0.046631008545661
"30","1","2","2","2","2","1","1","1","1","1","1","3","3","4","3","3","2","2","3","1","4","4","2","4","4","2","2","1","1","1","2","2","2","1","2","1","1","1","Academic","Natural science","Federal/national government","USACanada","S1",1.85141313307161,0.308227848375731,0.012673526803969
"31","2","1","2","2","2","2","2","2","2","3","2","2","1","2","1","2","1","1","3","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Government","Natural science","Federal/national government","USACanada","S1",0.448244845203809,2.25745588491953,0.0190568005470884
"32","2","1","2","2","1","2","1","2","3","4","4","4","4","4","4","3","4","2","1","2","2","3","2","2","2","1","1","1","1","1","1","2","2","1","1","2","1","1","Academic","Natural science","Federal/national government","EuroRussia","S1",1.32992947222338,-2.34925731546665,0.026218589949733
"33","2","1","2","2","1","1","1","1","2","4","4","4","4","4","1","2","2","2","2","1","1","4","1","1","1","1","1","2","1","1","1","1","2","1","1","2","1","1","Academic","Information science","Federal/national government","USACanada","S1",-0.377711852238925,-1.5778772086945,0.00947028931889377
"34","2","2","1","2","1","2","2","2","4","3","1","4","3","4","1","4","1","1","1","1","1","3","1","2","1","1","1","1","1","1","1","1","2","2","1","2","1","1","Academic","Natural science","Federal/national government","USACanada","S1",-0.300847865631339,0.733036702805007,0.00225878536902641
"36","2","1","2","2","1","1","2","2","1","3","2","2","2","3","4","4","3","3","3","2","1","1","3","2","1","1","1","1","1","1","1","2","2","1","1","1","2","2","Other","Physical science","Federal/national government","USACanada","S1",-0.805833883621133,0.537433287545779,0.00337531440118174
"37","2","2","2","2","2","2","2","1","2","4","4","2","2","4","1","2","1","1","1","2","3","5","3","3","2","2","2","2","1","1","2","1","1","2","2","1","2","2","Commercial","Natural science","Corporation","USACanada","S1",-0.336679119026739,-0.90712411654268,0.00336820620676847
"38","2","1","1","1","1","2","1","2","2","3","5","4","4","3","1","1","1","2","3","2","2","1","3","2","1","1","1","1","2","2","2","2","2","1","2","2","2","2","Government","Physical science","Federal/national government","USACanada","S1",-2.90558233392592,-0.920348290951266,0.033420081158795
"39","1","1","1","2","2","2","2","2","3","5","5","5","5","4","1","1","1","1","1","1","1","2","4","1","1","1","1","2","1","1","1","2","1","1","1","1","1","1","Academic","Natural science","Federal/national government","USACanada","S1",-1.56646936829788,0.476406509393703,0.00964451112976365
"40","2","1","1","1","2","2","2","2","1","2","4","4","2","5","2","3","1","1","2","1","3","2","2","2","3","1","5","2","1","1","1","1","1","1","2","2","1","2","Government","Natural science","Federal/national government","USACanada","S1",0.627168344881267,0.152384425917533,0.00149863638810096
"41","2","2","1","2","1","2","1","2","2","5","3","5","5","5","1","2","2","1","1","1","1","4","1","1","2","1","1","2","1","1","1","2","2","2","2","2","2","2","Academic","Natural science","Federal/national government","USACanada","S1",-2.87741860385857,-1.13378697677667,0.0344114501991881
"42","2","1","2","1","1","2","2","2","3","4","3","4","5","5","2","1","3","3","3","1","1","3","2","3","1","1","1","2","1","1","1","2","2","1","2","1","1","1","Academic","Physical science","Federal/national government","EuroRussia","S1",-0.309548755820326,-1.09014399434032,0.00462021089047751
"43","1","2","2","2","1","2","2","2","2","1","3","2","2","4","2","4","1","1","1","2","1","4","2","3","2","1","2","2","1","1","2","2","2","1","1","2","1","1","Government","Natural science","Federal/national government","USACanada","S1",-0.29187931382904,-0.475829888673038,0.00112105153764474
"45","2","2","2","2","2","2","2","2","2","2","3","4","4","4","3","4","2","2","2","2","1","2","1","3","1","1","2","1","1","1","1","1","2","2","2","2","1","2","Academic","Natural science","State/regional government","EuroRussia","S1",-0.0903585084359451,-1.48265324033352,0.00793792042293513
"46","2","2","2","2","2","2","2","1","2","3","3","2","2","5","1","1","1","1","1","1","2","5","1","4","2","1","1","1",NA,"1","1","1","1","1","1","1","1","1","Commercial","Social science","Corporation","USACanada","S1",2.06120877350103,1.53241749779604,0.023733206986159
"47","3","2","2","2","1","2","2","2","1","2","1","1","2","2","1","2","3","1","1","1","1","1","2","2","1","1","2","2","2","1","1","2","2","2","2","2","2","2","Academic","Natural science","Federal/national government","USACanada","S1",-3.79435936876943,1.74140704924245,0.0627056201652932
"49","2","2","2","2","1","2","2","1","1","4","4","1","3","3","2","2","2","2","2","1","1","4","2","2","1","1","1","2","1","1","1","2","1","1","2","2","2","2","Commercial","Physical science","Combined funding sources","USACanada","S1",-1.63842467624949,-0.847710224007498,0.0122429364250397
"50","2","1","2","2","1","2","1","2","3","3","3","1","4","4","2","2","2","1","1","1","1","4","2","2","2","1","2","1","1","1","2","2","1","1","2","2","2","2","Government","Physical science","Federal/national government","USACanada","S1",-0.886165596790612,-1.59883440621413,0.0120217279983808
"51","2","1","2","2","2","2","2","2","1","3","2","2","3","2","1","1","1","1","3","1","1","1","5","2","1","1","2","2","1","1","2","1","1","1","1","2","2","2","Academic","Natural science","Self supported","USACanada","S1",-2.5589061751927,1.90287029421822,0.0365840836172176
"52","1","2","2","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Commercial","Natural science","State/regional government","LatinAmerica","S1",-0.598504962488753,5.70790373149738,0.118500357279471
"53","2","2","2","2","1","1","2","2","1","4","4","5","5","5","3","4","2","2","2","2","2","4","3","2","2","2","1","2","1","1","1","2","2","2","2","2","2","2","Academic","Physical science","Federal/national government","USACanada","S1",-1.45258262435097,-3.37074000193551,0.048466969206621
"54","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","5","1","2","1","1","1",NA,"2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Academic","Natural science","Federal/national government","LatinAmerica","S1",0.340535077159904,3.16201470714372,0.0363875985112346
"55","3","2","2","2","2","2","2","2","3","3","4","4","4","4","2","3","1","1","2","2","2","2","3","4","1","3","2","2","1","1","1","2","1","2",NA,"2","1","1","Academic","Information science","Federal/national government","USACanada","S1",0.0637058093999198,-2.14543732342794,0.0165741754077659
"56","2","1","2","2","1","1","2","2","5","5","4","4","5","4","1","1","1","2","2","1","1","1","4","2","1","1","1","2","1","1","1","2","1","1","1","2","1","2","Non-Profit","Natural science","Federal/national government","USACanada","S1",-2.71955752191783,-0.987060230160179,0.0301132446523919
"57","1","1","2","2","1","1","1","1","5","5","5","3","3","3","4","4","3","3","3","1","1","1","3","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Academic","Natural science","State/regional government","USACanada","S1",1.02338183243189,0.536407449342294,0.00480300317933678
"58","2","2","2","2","1","2","2","2","2","3","4","5","5","5","3","3","2","2","2","1","1","1","2","2","1","2","2","1","1","1","1","2","1","1","1","2","1","1","Academic","Natural science","State/regional government","USACanada","S1",0.655375610594298,-1.58740240957706,0.0106107438382034
"59","2","1","1","2","1","1","2","1","5","5","5","5","5","4","1","1","3","3","3","1","1","2","3","5","1","1","1","1","1","1","1","2","1","1","2","2","1","1","Government","Natural science","Federal/national government","AustraliaNZ","S1",-1.41680173608803,-0.794153125764926,0.00949059301412064
"60","2","1","2","2","2","2","2","2","4","4","3","4","4","4","4","4","2","4","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","1","2","2","2","2","Academic","Natural science","Federal/national government","EuroRussia","S1",0.388862791906281,-2.78724544281661,0.0284931216358895
"61","2","2","1","2","2","2","2","2","3","3","5","2","2","4","1","1","1","1","1","1","2","5","5","2","2","1","1","1","1","1","1","1","1","1","2","2","1","1","Commercial","Natural science","Other","USACanada","S1",0.262488266659345,1.16700168893003,0.00514747599939744
"62","2","1","1","2","1","1","1","2","2","4","2","4","4","5","1","2","2","2","2","1","1","2","1","2","1","1","1","2","1","1","2","2","1","1","1","2","2","1","Academic","Natural science","Federal/national government","USACanada","S1",-1.88826810728814,-2.04503925587899,0.0278735743854583
"63","1","1","1","2","1","2","2","1","2","2","1","2","2","4","1","1","3","3","3","2","1","4","1","1","1","1","2","1","2","1","1","1","2","1","1","1","1","1","Academic","Natural science","Federal/national government","AsiaSEAsia","S1",0.735180600025169,1.43759844629653,0.00937969027236498
"64","3","2","2","2","1","1","2","2","3","3","4","5","5","5","2","2","1","3","2","1","2","3","1","4","2","1","1","2","1","1","1","1","1","1","1","2","1","1","Academic","Natural science","Federal/national government","USACanada","S1",1.51365984326309,-1.79959034195641,0.0198938307250162
"65","2","2","2","2","2","2","2","2","1","2","4","5","5","5","1","1","3","2","3","1","1","4","3","3","1","1","2",NA,"1","1","1","1",NA,"1","1",NA,"1","1","Academic","Natural science","Federal/national government","EuroRussia","S1",0.854078872069611,-0.264747836213497,0.0028764635176329
"66","2","1","2","2","2","2","2","2","1","1","2","1","1","2","4","5","2","2","3","1","2","2","3","1","1","2","1","2","1","1","1","1","2","2","2","2","2","2","Government","Information science","Federal/national government","USACanada","S1",-2.26699044574918,1.96535796325988,0.032385500824377
"67","2","2","2","2","2","2","2","2","1","3","3","4","3","4","3","3","1","1","1","1","2","2","1","1","2","1","2","2","1","1","1","1","1","1","1","2","1","1","Government","Other","Combined funding sources","USACanada","S1",1.5023823221238,0.390453304043338,0.00866889267677394
"68","1","2","2","2","2","1","2","2","3","3","4","4","2","3","3","4","5","3","2","3",NA,"4","3","2","3","2","2","1","1","1","1","2","2","2","1","1","1","1","Government","Natural science","Federal/national government","LatinAmerica","S1",2.11000555791874,0.0427280406690239,0.0160236985964144
"69","2","2","2","2","1","2","2","2","2","2","2","3","3","3","2","2","3","3","3","1","2","4","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","Academic","Physical science","Private foundation","USACanada","S1",2.8323808247365,0.287775407673711,0.0291595639803119
"70","1","2","2","2","2","1","2","1","2","2","2","2","2","3","1","2","3","3","3","1","1","2","3","3","2","1","2","1","1","1","1","1","1","1","1","1","1","1","Commercial","Physical science","Corporation","LatinAmerica","S1",1.83914932475835,0.461820095486747,0.0129362013353531
"71","2","1","2","2","1","2","2","2","4","5","3","5","4","5","1","1","2","2","2","1","1","3","2","4","2","1","3","1","2","1","1","2","1","1","1","2","1","1","Academic","Natural science","Private foundation","USACanada","S1",0.458668995645718,-1.56112811240756,0.00952474138212053
"72","2","2","2","2","1","2","2","2","1","2","4","4","4","5","2","3","1","1","1","2","1","2","2","1","1","2","1","2","2","1","1","2","2","1","2","1","2","1","Academic","Natural science","Federal/national government","EuroRussia","S1",-1.8096060164863,-0.264720010774098,0.0120332033697772
"73","1","1","1","2","2","2","2","1","2","3","5","5","5","5","2","2","2","2","2","1","2","4","2","3","2","1","1","2","1","1","1","2","1","2","1","2","1","2","Academic","Natural science","Federal/national government","USACanada","S1",-0.115748009172848,-2.56461589042545,0.023710783882724
"74","2","2","2","2","2","2","2","2","1","1","1","1","2","3","3","4","2","2","2","4","4","4","2","1","2","1","1","1","1","1","1","1","1","2","2","2","1","2","Government","Natural science","Local government","EuroRussia","S1",1.09571051065096,2.04250188799868,0.0193279364667935
"75","1","2","2","1","2","2","2","1","2","2","3","4","2","2","2","2","2","3","3","2","1","3","2","5","2","1","2","2","1","1","1","2","2","1","2","2","1","2","Academic","Physical science","Federal/national government","EuroRussia","S1",-0.691235049679597,-1.1869767392714,0.00678773520623279
"76","2","1","1","2","1","2","2","2","2","4","5","5","5","5","2","1","2","1","1","2","1","2","2","2","2","1","2","1","1","1","1","1","1","1","1","2","1","1","Academic","Natural science","Private foundation","AsiaSEAsia","S1",1.1452464312586,-1.85710314309016,0.0171262752378438
"77","1","2","2","2","2","2","2","1","2","2","2","4","4","2","2","2","2","2","2","2","3","3","1","2","2","2","3","1","1","1","1","1","2","2","2","2","1","1","Academic","Other","Federal/national government","USACanada","S1",1.24098044213309,-1.51030215378097,0.0137467385317816
"78","2","1","1","2","1","2","1","1","2","2","2","2","2","4","2","2","2","2","2","2","2","2","3","2","3","1","3","2","1","1","1","2","2","2","1","2","2","2","Academic","Physical science","Federal/national government","EuroRussia","S1",-0.640796086118406,-2.49578297266178,0.0238867084148286
"79","2","2","1","2","2","1","1","2","1","2","3","4","4","2","2","2","1","2","1","1","3","3","3","4","3","1","1","1","1","1","1","1","1","1","1","1","1","1","Academic","Physical science","Federal/national government","USACanada","S1",2.3854228329822,-0.411539357296226,0.0210807463806315
"80","2","1","1","2","2","2","1","1","2","2","2","1","1","2","2","3","2","3","1","2","1","1","3","3","2","1","1","1","1","1","1","2","1","2","1","2","1","2","Academic","Physical science","Self supported","USACanada","S1",-0.303084153202456,0.184095770160334,0.000452407553206287
"81","3","2","1","2","1","2","2","1","2","2","2","2","2","2","1","1","2","2","2","1","1","2","2","2","2","1","3","1","1","1","1","1","1","1","1","1","1","1","Academic","Natural science","Federal/national government","AsiaSEAsia","S1",1.86182220214404,0.0238229965806242,0.012472830571636
"82","2","1","2","1","1","2","2","2","1","4","3","5","2","2","4","4","1","2","1","2","1","2","4","4","1","1","1","2","1","1","1","2","1","2","2","2","2","2","Government","Natural science","Federal/national government","USACanada","S1",-2.73329641313911,-0.992688859043242,0.0304228554009753
"83","1","1","2","2","2","2","2","2","3","3","3","3","3","4","2","2","3","3","2","1","1","2","2","2","1","1","1","1","1","1","1","2","2","1","1","1","1","1","Academic","Natural science","Corporation","AsiaSEAsia","S1",0.796834636536127,-0.223966370907844,0.00246476501798814
"84","1","1","2","2","1","2","2","2",NA,"4","3","1","1","4","2","4","1","1","3","2","2","4","2","4","3","2","2","2","1","1","1","2",NA,"1","2","2","1","1","Academic","Natural science","Federal/national government","USACanada","S1",0.681067272416872,-1.38621681095633,0.00858198543203633
"85","2","1","1","2","1","1","2","2","2","4","2","4","5","3","3","3","2","5","3","1","2","2","3","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","Academic","Physical science","Combined funding sources","USACanada","S1",2.20853058317004,-0.54552204073906,0.0186185042867997
"86","2","2","2","2","2","1","2","1","2","4","2","3","3","4","2","2","3","2","2","2","1","1","2","2","1","2","2","2","1","1","2","1","1","1","2","1","1","1","Commercial","Natural science","Corporation","AsiaSEAsia","S1",0.53150489568956,-1.32128861778886,0.00729709386382518
"87","2","1","1","2","1","1","2","2","2","4","5","5","5","5","1","2","2","2","1","1","1","1","2","2","1","2","1","2","1","1","2","2","2","2","2","2","2","1","Academic","Natural science","Federal/national government","USACanada","S1",-3.71951284278775,-2.26819022738635,0.0682812443963577
"88","1","2","2","2","1","2","2","1","3","3","3","3","3","4","1","1","1","1","3","1","4","4","1","4","4","1","1","1","1","1","1","1","1","1","2","2",NA,NA,"Academic","Physical science","Corporation","LatinAmerica","S1",1.55223133010452,0.749056724582469,0.010686814024531
"89","2","2","2","2","1","1","2","2","2","3","2","1","2","3","2","1","2","2","3","2","2","2","2","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","Academic","Physical science","State/regional government","USACanada","S1",2.32831419550361,-0.300106694538363,0.0198269848081755
